doc_id,source_event_id,target_event_id,relation,basis,confidence,source_trigger,target_trigger
wn-0000,wn-0000:7:315,wn-0000:8:333,BEFORE,document_order,0.3,discovered,discovery
wn-0000,wn-0000:7:315,wn-0000:12:427,BEFORE,document_order,0.3,discovered,discovery
wn-0000,wn-0000:8:333,wn-0000:12:427,BEFORE,document_order,0.3,discovery,discovery
wn-0001,wn-0001:0:1,wn-0001:0:21,SIMULTANEOUS,resolved_time,0.97,launch,failed
wn-0001,wn-0001:0:1,wn-0001:0:36,SIMULTANEOUS,resolved_time,0.97,launch,launch
wn-0001,wn-0001:0:1,wn-0001:1:60,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:0:1,wn-0001:1:95,BEFORE,document_order,0.3,launch,lost
wn-0001,wn-0001:0:1,wn-0001:2:114,BEFORE,document_order,0.3,launch,malfunction
wn-0001,wn-0001:0:1,wn-0001:3:137,BEFORE,document_order,0.3,launch,lost
wn-0001,wn-0001:0:1,wn-0001:4:177,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:0:1,wn-0001:5:197,BEFORE,resolved_time,0.85,launch,launch
wn-0001,wn-0001:0:1,wn-0001:7:241,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:0:1,wn-0001:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0001,wn-0001:0:1,wn-0001:8:288,BEFORE,resolved_time,0.9,launch,launch
wn-0001,wn-0001:0:1,wn-0001:12:331,SIMULTANEOUS,resolved_time,0.85,launch,lifted off
wn-0001,wn-0001:0:1,wn-0001:13:353,BEFORE,resolved_time,0.75,launch,launch
wn-0001,wn-0001:0:1,wn-0001:13:355,BEFORE,resolved_time,0.75,launch,delayed
wn-0001,wn-0001:0:1,wn-0001:13:366,BEFORE,resolved_time,0.75,launch,glitches
wn-0001,wn-0001:0:1,wn-0001:14:383,BEFORE,resolved_time,0.75,launch,launch
wn-0001,wn-0001:0:1,wn-0001:14:384,BEFORE,resolved_time,0.75,launch,detection
wn-0001,wn-0001:0:1,wn-0001:15:405,BEFORE,resolved_time,0.95,launch,launch
wn-0001,wn-0001:0:21,wn-0001:0:36,SIMULTANEOUS,resolved_time,0.97,failed,launch
wn-0001,wn-0001:0:21,wn-0001:1:60,BEFORE,document_order,0.3,failed,launch
wn-0001,wn-0001:0:21,wn-0001:1:95,BEFORE,document_order,0.3,failed,lost
wn-0001,wn-0001:0:21,wn-0001:2:114,BEFORE,document_order,0.3,failed,malfunction
wn-0001,wn-0001:0:21,wn-0001:3:137,BEFORE,document_order,0.3,failed,lost
wn-0001,wn-0001:0:21,wn-0001:4:177,BEFORE,document_order,0.3,failed,launch
wn-0001,wn-0001:0:21,wn-0001:5:197,BEFORE,resolved_time,0.85,failed,launch
wn-0001,wn-0001:0:21,wn-0001:7:241,BEFORE,document_order,0.3,failed,launch
wn-0001,wn-0001:0:21,wn-0001:7:252,BEFORE,document_order,0.3,failed,Launch
wn-0001,wn-0001:0:21,wn-0001:8:288,BEFORE,resolved_time,0.9,failed,launch
wn-0001,wn-0001:0:21,wn-0001:12:331,SIMULTANEOUS,resolved_time,0.85,failed,lifted off
wn-0001,wn-0001:0:21,wn-0001:13:353,BEFORE,resolved_time,0.75,failed,launch
wn-0001,wn-0001:0:21,wn-0001:13:355,BEFORE,resolved_time,0.75,failed,delayed
wn-0001,wn-0001:0:21,wn-0001:13:366,BEFORE,resolved_time,0.75,failed,glitches
wn-0001,wn-0001:0:21,wn-0001:14:383,BEFORE,resolved_time,0.75,failed,launch
wn-0001,wn-0001:0:21,wn-0001:14:384,BEFORE,resolved_time,0.75,failed,detection
wn-0001,wn-0001:0:21,wn-0001:15:405,BEFORE,resolved_time,0.95,failed,launch
wn-0001,wn-0001:0:36,wn-0001:1:60,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:0:36,wn-0001:1:95,BEFORE,document_order,0.3,launch,lost
wn-0001,wn-0001:0:36,wn-0001:2:114,BEFORE,document_order,0.3,launch,malfunction
wn-0001,wn-0001:0:36,wn-0001:3:137,BEFORE,document_order,0.3,launch,lost
wn-0001,wn-0001:0:36,wn-0001:4:177,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:0:36,wn-0001:5:197,BEFORE,resolved_time,0.85,launch,launch
wn-0001,wn-0001:0:36,wn-0001:7:241,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:0:36,wn-0001:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0001,wn-0001:0:36,wn-0001:8:288,BEFORE,resolved_time,0.9,launch,launch
wn-0001,wn-0001:0:36,wn-0001:12:331,SIMULTANEOUS,resolved_time,0.85,launch,lifted off
wn-0001,wn-0001:0:36,wn-0001:13:353,BEFORE,resolved_time,0.75,launch,launch
wn-0001,wn-0001:0:36,wn-0001:13:355,BEFORE,resolved_time,0.75,launch,delayed
wn-0001,wn-0001:0:36,wn-0001:13:366,BEFORE,resolved_time,0.75,launch,glitches
wn-0001,wn-0001:0:36,wn-0001:14:383,BEFORE,resolved_time,0.75,launch,launch
wn-0001,wn-0001:0:36,wn-0001:14:384,BEFORE,resolved_time,0.75,launch,detection
wn-0001,wn-0001:0:36,wn-0001:15:405,BEFORE,resolved_time,0.95,launch,launch
wn-0001,wn-0001:1:60,wn-0001:1:95,BEFORE,discourse_cue,0.5,launch,lost
wn-0001,wn-0001:1:60,wn-0001:2:114,BEFORE,document_order,0.3,launch,malfunction
wn-0001,wn-0001:1:60,wn-0001:3:137,BEFORE,document_order,0.3,launch,lost
wn-0001,wn-0001:1:60,wn-0001:4:177,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:1:60,wn-0001:5:197,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:1:60,wn-0001:7:241,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:1:60,wn-0001:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0001,wn-0001:1:60,wn-0001:8:288,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:1:60,wn-0001:12:331,BEFORE,document_order,0.3,launch,lifted off
wn-0001,wn-0001:1:60,wn-0001:13:353,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:1:60,wn-0001:13:355,BEFORE,document_order,0.3,launch,delayed
wn-0001,wn-0001:1:60,wn-0001:13:366,BEFORE,document_order,0.3,launch,glitches
wn-0001,wn-0001:1:60,wn-0001:14:383,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:1:60,wn-0001:14:384,BEFORE,document_order,0.3,launch,detection
wn-0001,wn-0001:1:60,wn-0001:15:405,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:1:95,wn-0001:2:114,BEFORE,document_order,0.3,lost,malfunction
wn-0001,wn-0001:1:95,wn-0001:3:137,BEFORE,document_order,0.3,lost,lost
wn-0001,wn-0001:1:95,wn-0001:4:177,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:1:95,wn-0001:5:197,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:1:95,wn-0001:7:241,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:1:95,wn-0001:7:252,BEFORE,document_order,0.3,lost,Launch
wn-0001,wn-0001:1:95,wn-0001:8:288,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:1:95,wn-0001:12:331,BEFORE,document_order,0.3,lost,lifted off
wn-0001,wn-0001:1:95,wn-0001:13:353,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:1:95,wn-0001:13:355,BEFORE,document_order,0.3,lost,delayed
wn-0001,wn-0001:1:95,wn-0001:13:366,BEFORE,document_order,0.3,lost,glitches
wn-0001,wn-0001:1:95,wn-0001:14:383,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:1:95,wn-0001:14:384,BEFORE,document_order,0.3,lost,detection
wn-0001,wn-0001:1:95,wn-0001:15:405,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:2:114,wn-0001:3:137,BEFORE,document_order,0.3,malfunction,lost
wn-0001,wn-0001:2:114,wn-0001:4:177,BEFORE,document_order,0.3,malfunction,launch
wn-0001,wn-0001:2:114,wn-0001:5:197,BEFORE,document_order,0.3,malfunction,launch
wn-0001,wn-0001:2:114,wn-0001:7:241,BEFORE,document_order,0.3,malfunction,launch
wn-0001,wn-0001:2:114,wn-0001:7:252,BEFORE,document_order,0.3,malfunction,Launch
wn-0001,wn-0001:2:114,wn-0001:8:288,BEFORE,document_order,0.3,malfunction,launch
wn-0001,wn-0001:2:114,wn-0001:12:331,BEFORE,document_order,0.3,malfunction,lifted off
wn-0001,wn-0001:2:114,wn-0001:13:353,BEFORE,document_order,0.3,malfunction,launch
wn-0001,wn-0001:2:114,wn-0001:13:355,BEFORE,document_order,0.3,malfunction,delayed
wn-0001,wn-0001:2:114,wn-0001:13:366,BEFORE,document_order,0.3,malfunction,glitches
wn-0001,wn-0001:2:114,wn-0001:14:383,BEFORE,document_order,0.3,malfunction,launch
wn-0001,wn-0001:2:114,wn-0001:14:384,BEFORE,document_order,0.3,malfunction,detection
wn-0001,wn-0001:2:114,wn-0001:15:405,BEFORE,document_order,0.3,malfunction,launch
wn-0001,wn-0001:3:137,wn-0001:4:177,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:3:137,wn-0001:5:197,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:3:137,wn-0001:7:241,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:3:137,wn-0001:7:252,BEFORE,document_order,0.3,lost,Launch
wn-0001,wn-0001:3:137,wn-0001:8:288,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:3:137,wn-0001:12:331,BEFORE,document_order,0.3,lost,lifted off
wn-0001,wn-0001:3:137,wn-0001:13:353,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:3:137,wn-0001:13:355,BEFORE,document_order,0.3,lost,delayed
wn-0001,wn-0001:3:137,wn-0001:13:366,BEFORE,document_order,0.3,lost,glitches
wn-0001,wn-0001:3:137,wn-0001:14:383,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:3:137,wn-0001:14:384,BEFORE,document_order,0.3,lost,detection
wn-0001,wn-0001:3:137,wn-0001:15:405,BEFORE,document_order,0.3,lost,launch
wn-0001,wn-0001:4:177,wn-0001:5:197,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:4:177,wn-0001:7:241,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:4:177,wn-0001:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0001,wn-0001:4:177,wn-0001:8:288,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:4:177,wn-0001:12:331,BEFORE,document_order,0.3,launch,lifted off
wn-0001,wn-0001:4:177,wn-0001:13:353,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:4:177,wn-0001:13:355,BEFORE,document_order,0.3,launch,delayed
wn-0001,wn-0001:4:177,wn-0001:13:366,BEFORE,document_order,0.3,launch,glitches
wn-0001,wn-0001:4:177,wn-0001:14:383,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:4:177,wn-0001:14:384,BEFORE,document_order,0.3,launch,detection
wn-0001,wn-0001:4:177,wn-0001:15:405,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:5:197,wn-0001:7:241,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:5:197,wn-0001:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0001,wn-0001:5:197,wn-0001:8:288,AFTER,resolved_time,0.85,launch,launch
wn-0001,wn-0001:5:197,wn-0001:12:331,AFTER,resolved_time,0.85,launch,lifted off
wn-0001,wn-0001:5:197,wn-0001:13:353,AFTER,resolved_time,0.75,launch,launch
wn-0001,wn-0001:5:197,wn-0001:13:355,AFTER,resolved_time,0.75,launch,delayed
wn-0001,wn-0001:5:197,wn-0001:13:366,AFTER,resolved_time,0.75,launch,glitches
wn-0001,wn-0001:5:197,wn-0001:14:383,AFTER,resolved_time,0.75,launch,launch
wn-0001,wn-0001:5:197,wn-0001:14:384,AFTER,resolved_time,0.75,launch,detection
wn-0001,wn-0001:5:197,wn-0001:15:405,AFTER,resolved_time,0.85,launch,launch
wn-0001,wn-0001:7:241,wn-0001:8:288,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:7:241,wn-0001:12:331,BEFORE,document_order,0.3,launch,lifted off
wn-0001,wn-0001:7:241,wn-0001:13:353,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:7:241,wn-0001:13:355,BEFORE,document_order,0.3,launch,delayed
wn-0001,wn-0001:7:241,wn-0001:13:366,BEFORE,document_order,0.3,launch,glitches
wn-0001,wn-0001:7:241,wn-0001:14:383,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:7:241,wn-0001:14:384,BEFORE,document_order,0.3,launch,detection
wn-0001,wn-0001:7:241,wn-0001:15:405,BEFORE,document_order,0.3,launch,launch
wn-0001,wn-0001:7:252,wn-0001:8:288,BEFORE,document_order,0.3,Launch,launch
wn-0001,wn-0001:7:252,wn-0001:12:331,BEFORE,document_order,0.3,Launch,lifted off
wn-0001,wn-0001:7:252,wn-0001:13:353,BEFORE,document_order,0.3,Launch,launch
wn-0001,wn-0001:7:252,wn-0001:13:355,BEFORE,document_order,0.3,Launch,delayed
wn-0001,wn-0001:7:252,wn-0001:13:366,BEFORE,document_order,0.3,Launch,glitches
wn-0001,wn-0001:7:252,wn-0001:14:383,BEFORE,document_order,0.3,Launch,launch
wn-0001,wn-0001:7:252,wn-0001:14:384,BEFORE,document_order,0.3,Launch,detection
wn-0001,wn-0001:7:252,wn-0001:15:405,BEFORE,document_order,0.3,Launch,launch
wn-0001,wn-0001:8:288,wn-0001:12:331,AFTER,resolved_time,0.85,launch,lifted off
wn-0001,wn-0001:8:288,wn-0001:13:353,BEFORE,resolved_time,0.75,launch,launch
wn-0001,wn-0001:8:288,wn-0001:13:355,BEFORE,resolved_time,0.75,launch,delayed
wn-0001,wn-0001:8:288,wn-0001:13:366,BEFORE,resolved_time,0.75,launch,glitches
wn-0001,wn-0001:8:288,wn-0001:14:383,BEFORE,resolved_time,0.75,launch,launch
wn-0001,wn-0001:8:288,wn-0001:14:384,BEFORE,resolved_time,0.75,launch,detection
wn-0001,wn-0001:8:288,wn-0001:15:405,BEFORE,resolved_time,0.9,launch,launch
wn-0001,wn-0001:12:331,wn-0001:13:353,BEFORE,resolved_time,0.75,lifted off,launch
wn-0001,wn-0001:12:331,wn-0001:13:355,BEFORE,resolved_time,0.75,lifted off,delayed
wn-0001,wn-0001:12:331,wn-0001:13:366,BEFORE,resolved_time,0.75,lifted off,glitches
wn-0001,wn-0001:12:331,wn-0001:14:383,BEFORE,resolved_time,0.75,lifted off,launch
wn-0001,wn-0001:12:331,wn-0001:14:384,BEFORE,resolved_time,0.75,lifted off,detection
wn-0001,wn-0001:12:331,wn-0001:15:405,BEFORE,resolved_time,0.85,lifted off,launch
wn-0001,wn-0001:13:353,wn-0001:13:355,SIMULTANEOUS,resolved_time,0.75,launch,delayed
wn-0001,wn-0001:13:353,wn-0001:13:366,SIMULTANEOUS,resolved_time,0.75,launch,glitches
wn-0001,wn-0001:13:353,wn-0001:14:383,AFTER,resolved_time,0.75,launch,launch
wn-0001,wn-0001:13:353,wn-0001:14:384,AFTER,resolved_time,0.75,launch,detection
wn-0001,wn-0001:13:353,wn-0001:15:405,SIMULTANEOUS,resolved_time,0.75,launch,launch
wn-0001,wn-0001:13:355,wn-0001:13:366,SIMULTANEOUS,resolved_time,0.75,delayed,glitches
wn-0001,wn-0001:13:355,wn-0001:14:383,AFTER,resolved_time,0.75,delayed,launch
wn-0001,wn-0001:13:355,wn-0001:14:384,AFTER,resolved_time,0.75,delayed,detection
wn-0001,wn-0001:13:355,wn-0001:15:405,SIMULTANEOUS,resolved_time,0.75,delayed,launch
wn-0001,wn-0001:13:366,wn-0001:14:383,AFTER,resolved_time,0.75,glitches,launch
wn-0001,wn-0001:13:366,wn-0001:14:384,AFTER,resolved_time,0.75,glitches,detection
wn-0001,wn-0001:13:366,wn-0001:15:405,SIMULTANEOUS,resolved_time,0.75,glitches,launch
wn-0001,wn-0001:14:383,wn-0001:14:384,SIMULTANEOUS,resolved_time,0.75,launch,detection
wn-0001,wn-0001:14:383,wn-0001:15:405,BEFORE,resolved_time,0.75,launch,launch
wn-0001,wn-0001:14:384,wn-0001:15:405,BEFORE,resolved_time,0.75,detection,launch
wn-0002,wn-0002:0:1,wn-0002:0:21,SIMULTANEOUS,resolved_time,0.97,launch,failed
wn-0002,wn-0002:0:1,wn-0002:0:35,SIMULTANEOUS,resolved_time,0.97,launch,launch
wn-0002,wn-0002:0:1,wn-0002:1:59,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:0:1,wn-0002:1:94,BEFORE,document_order,0.3,launch,lost
wn-0002,wn-0002:0:1,wn-0002:2:113,BEFORE,document_order,0.3,launch,malfunction
wn-0002,wn-0002:0:1,wn-0002:3:136,BEFORE,document_order,0.3,launch,lost
wn-0002,wn-0002:0:1,wn-0002:4:177,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:0:1,wn-0002:5:197,BEFORE,resolved_time,0.85,launch,launch
wn-0002,wn-0002:0:1,wn-0002:7:241,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:0:1,wn-0002:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0002,wn-0002:0:1,wn-0002:8:288,BEFORE,resolved_time,0.9,launch,launch
wn-0002,wn-0002:0:1,wn-0002:12:331,SIMULTANEOUS,resolved_time,0.85,launch,lifted off
wn-0002,wn-0002:0:1,wn-0002:13:353,BEFORE,resolved_time,0.75,launch,launch
wn-0002,wn-0002:0:1,wn-0002:13:355,BEFORE,resolved_time,0.75,launch,delayed
wn-0002,wn-0002:0:1,wn-0002:13:366,BEFORE,resolved_time,0.75,launch,glitches
wn-0002,wn-0002:0:1,wn-0002:14:383,BEFORE,resolved_time,0.75,launch,launch
wn-0002,wn-0002:0:1,wn-0002:14:384,BEFORE,resolved_time,0.75,launch,detection
wn-0002,wn-0002:0:1,wn-0002:15:405,BEFORE,resolved_time,0.95,launch,launch
wn-0002,wn-0002:0:21,wn-0002:0:35,SIMULTANEOUS,resolved_time,0.97,failed,launch
wn-0002,wn-0002:0:21,wn-0002:1:59,BEFORE,document_order,0.3,failed,launch
wn-0002,wn-0002:0:21,wn-0002:1:94,BEFORE,document_order,0.3,failed,lost
wn-0002,wn-0002:0:21,wn-0002:2:113,BEFORE,document_order,0.3,failed,malfunction
wn-0002,wn-0002:0:21,wn-0002:3:136,BEFORE,document_order,0.3,failed,lost
wn-0002,wn-0002:0:21,wn-0002:4:177,BEFORE,document_order,0.3,failed,launch
wn-0002,wn-0002:0:21,wn-0002:5:197,BEFORE,resolved_time,0.85,failed,launch
wn-0002,wn-0002:0:21,wn-0002:7:241,BEFORE,document_order,0.3,failed,launch
wn-0002,wn-0002:0:21,wn-0002:7:252,BEFORE,document_order,0.3,failed,Launch
wn-0002,wn-0002:0:21,wn-0002:8:288,BEFORE,resolved_time,0.9,failed,launch
wn-0002,wn-0002:0:21,wn-0002:12:331,SIMULTANEOUS,resolved_time,0.85,failed,lifted off
wn-0002,wn-0002:0:21,wn-0002:13:353,BEFORE,resolved_time,0.75,failed,launch
wn-0002,wn-0002:0:21,wn-0002:13:355,BEFORE,resolved_time,0.75,failed,delayed
wn-0002,wn-0002:0:21,wn-0002:13:366,BEFORE,resolved_time,0.75,failed,glitches
wn-0002,wn-0002:0:21,wn-0002:14:383,BEFORE,resolved_time,0.75,failed,launch
wn-0002,wn-0002:0:21,wn-0002:14:384,BEFORE,resolved_time,0.75,failed,detection
wn-0002,wn-0002:0:21,wn-0002:15:405,BEFORE,resolved_time,0.95,failed,launch
wn-0002,wn-0002:0:35,wn-0002:1:59,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:0:35,wn-0002:1:94,BEFORE,document_order,0.3,launch,lost
wn-0002,wn-0002:0:35,wn-0002:2:113,BEFORE,document_order,0.3,launch,malfunction
wn-0002,wn-0002:0:35,wn-0002:3:136,BEFORE,document_order,0.3,launch,lost
wn-0002,wn-0002:0:35,wn-0002:4:177,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:0:35,wn-0002:5:197,BEFORE,resolved_time,0.85,launch,launch
wn-0002,wn-0002:0:35,wn-0002:7:241,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:0:35,wn-0002:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0002,wn-0002:0:35,wn-0002:8:288,BEFORE,resolved_time,0.9,launch,launch
wn-0002,wn-0002:0:35,wn-0002:12:331,SIMULTANEOUS,resolved_time,0.85,launch,lifted off
wn-0002,wn-0002:0:35,wn-0002:13:353,BEFORE,resolved_time,0.75,launch,launch
wn-0002,wn-0002:0:35,wn-0002:13:355,BEFORE,resolved_time,0.75,launch,delayed
wn-0002,wn-0002:0:35,wn-0002:13:366,BEFORE,resolved_time,0.75,launch,glitches
wn-0002,wn-0002:0:35,wn-0002:14:383,BEFORE,resolved_time,0.75,launch,launch
wn-0002,wn-0002:0:35,wn-0002:14:384,BEFORE,resolved_time,0.75,launch,detection
wn-0002,wn-0002:0:35,wn-0002:15:405,BEFORE,resolved_time,0.95,launch,launch
wn-0002,wn-0002:1:59,wn-0002:1:94,BEFORE,discourse_cue,0.5,launch,lost
wn-0002,wn-0002:1:59,wn-0002:2:113,BEFORE,document_order,0.3,launch,malfunction
wn-0002,wn-0002:1:59,wn-0002:3:136,BEFORE,document_order,0.3,launch,lost
wn-0002,wn-0002:1:59,wn-0002:4:177,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:1:59,wn-0002:5:197,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:1:59,wn-0002:7:241,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:1:59,wn-0002:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0002,wn-0002:1:59,wn-0002:8:288,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:1:59,wn-0002:12:331,BEFORE,document_order,0.3,launch,lifted off
wn-0002,wn-0002:1:59,wn-0002:13:353,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:1:59,wn-0002:13:355,BEFORE,document_order,0.3,launch,delayed
wn-0002,wn-0002:1:59,wn-0002:13:366,BEFORE,document_order,0.3,launch,glitches
wn-0002,wn-0002:1:59,wn-0002:14:383,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:1:59,wn-0002:14:384,BEFORE,document_order,0.3,launch,detection
wn-0002,wn-0002:1:59,wn-0002:15:405,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:1:94,wn-0002:2:113,BEFORE,document_order,0.3,lost,malfunction
wn-0002,wn-0002:1:94,wn-0002:3:136,BEFORE,document_order,0.3,lost,lost
wn-0002,wn-0002:1:94,wn-0002:4:177,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:1:94,wn-0002:5:197,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:1:94,wn-0002:7:241,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:1:94,wn-0002:7:252,BEFORE,document_order,0.3,lost,Launch
wn-0002,wn-0002:1:94,wn-0002:8:288,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:1:94,wn-0002:12:331,BEFORE,document_order,0.3,lost,lifted off
wn-0002,wn-0002:1:94,wn-0002:13:353,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:1:94,wn-0002:13:355,BEFORE,document_order,0.3,lost,delayed
wn-0002,wn-0002:1:94,wn-0002:13:366,BEFORE,document_order,0.3,lost,glitches
wn-0002,wn-0002:1:94,wn-0002:14:383,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:1:94,wn-0002:14:384,BEFORE,document_order,0.3,lost,detection
wn-0002,wn-0002:1:94,wn-0002:15:405,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:2:113,wn-0002:3:136,BEFORE,document_order,0.3,malfunction,lost
wn-0002,wn-0002:2:113,wn-0002:4:177,BEFORE,document_order,0.3,malfunction,launch
wn-0002,wn-0002:2:113,wn-0002:5:197,BEFORE,document_order,0.3,malfunction,launch
wn-0002,wn-0002:2:113,wn-0002:7:241,BEFORE,document_order,0.3,malfunction,launch
wn-0002,wn-0002:2:113,wn-0002:7:252,BEFORE,document_order,0.3,malfunction,Launch
wn-0002,wn-0002:2:113,wn-0002:8:288,BEFORE,document_order,0.3,malfunction,launch
wn-0002,wn-0002:2:113,wn-0002:12:331,BEFORE,document_order,0.3,malfunction,lifted off
wn-0002,wn-0002:2:113,wn-0002:13:353,BEFORE,document_order,0.3,malfunction,launch
wn-0002,wn-0002:2:113,wn-0002:13:355,BEFORE,document_order,0.3,malfunction,delayed
wn-0002,wn-0002:2:113,wn-0002:13:366,BEFORE,document_order,0.3,malfunction,glitches
wn-0002,wn-0002:2:113,wn-0002:14:383,BEFORE,document_order,0.3,malfunction,launch
wn-0002,wn-0002:2:113,wn-0002:14:384,BEFORE,document_order,0.3,malfunction,detection
wn-0002,wn-0002:2:113,wn-0002:15:405,BEFORE,document_order,0.3,malfunction,launch
wn-0002,wn-0002:3:136,wn-0002:4:177,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:3:136,wn-0002:5:197,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:3:136,wn-0002:7:241,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:3:136,wn-0002:7:252,BEFORE,document_order,0.3,lost,Launch
wn-0002,wn-0002:3:136,wn-0002:8:288,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:3:136,wn-0002:12:331,BEFORE,document_order,0.3,lost,lifted off
wn-0002,wn-0002:3:136,wn-0002:13:353,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:3:136,wn-0002:13:355,BEFORE,document_order,0.3,lost,delayed
wn-0002,wn-0002:3:136,wn-0002:13:366,BEFORE,document_order,0.3,lost,glitches
wn-0002,wn-0002:3:136,wn-0002:14:383,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:3:136,wn-0002:14:384,BEFORE,document_order,0.3,lost,detection
wn-0002,wn-0002:3:136,wn-0002:15:405,BEFORE,document_order,0.3,lost,launch
wn-0002,wn-0002:4:177,wn-0002:5:197,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:4:177,wn-0002:7:241,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:4:177,wn-0002:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0002,wn-0002:4:177,wn-0002:8:288,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:4:177,wn-0002:12:331,BEFORE,document_order,0.3,launch,lifted off
wn-0002,wn-0002:4:177,wn-0002:13:353,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:4:177,wn-0002:13:355,BEFORE,document_order,0.3,launch,delayed
wn-0002,wn-0002:4:177,wn-0002:13:366,BEFORE,document_order,0.3,launch,glitches
wn-0002,wn-0002:4:177,wn-0002:14:383,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:4:177,wn-0002:14:384,BEFORE,document_order,0.3,launch,detection
wn-0002,wn-0002:4:177,wn-0002:15:405,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:5:197,wn-0002:7:241,BEFORE,document_order,0.3,launch,launch
wn-0002,wn-0002:5:197,wn-0002:7:252,BEFORE,document_order,0.3,launch,Launch
wn-0002,wn-0002:5:197,wn-0002:8:288,AFTER,resolved_time,0.85,launch,launch
