doc_id,sent_id,event_type,trigger_word,agent,patient,time_expr,sentence,event_id,trigger_lemma,trigger_token,agent_key,patient_key,time_key,time_prep,location,location_key,negated,confidence
wn-0285,2,launch,lofted,,a DirecTV satellite,2008,"The mission, which marked the 13th orbital launch of 2008, is the 25th commercial launch to be conducted by the international Sea Launch consortium, the first of which also lofted a DirecTV satellite.",wn-0285:2:85,loft,85,,,DATE:2008,,,,False,0.65
wn-0285,4,launch,Launch,,,November 2007,Launch had been delayed from November 2007 due to damage to the launch platform caused by the failure of an earlier Zenit launch.,wn-0285:4:116,launch,116,,,DATE:November 2007,,,,True,0.55
wn-0285,4,delay,delayed,,Launch,November 2007,Launch had been delayed from November 2007 due to damage to the launch platform caused by the failure of an earlier Zenit launch.,wn-0285:4:119,delay,119,,,DATE:November 2007,from,,,False,0.65
wn-0285,4,launch,launch,,,November 2007,Launch had been delayed from November 2007 due to damage to the launch platform caused by the failure of an earlier Zenit launch.,wn-0285:4:128,launch,128,,,DATE:November 2007,,,,False,0.55
wn-0285,4,failure,failure,,an earlier Zenit launch,November 2007,Launch had been delayed from November 2007 due to damage to the launch platform caused by the failure of an earlier Zenit launch.,wn-0285:4:133,failure,133,,,DATE:November 2007,,,,False,0.6
wn-0285,4,launch,launch,,Zenit,November 2007,Launch had been delayed from November 2007 due to damage to the launch platform caused by the failure of an earlier Zenit launch.,wn-0285:4:138,launch,138,,SPACECRAFT:Zenit,DATE:November 2007,,,,False,0.75
wn-0285,5,delay,Delays,,,earlier this month,"Delays from earlier this month were caused by a problem with the satellite, resulting in a ten-day delay, and a further two-day delay from Monday evening due to an undisclosed problem with the rocket.",wn-0285:5:140,delay,140,,,DATE:earlier this month,from,,,False,0.55
wn-0285,5,delay,delay,,,ten-day,"Delays from earlier this month were caused by a problem with the satellite, resulting in a ten-day delay, and a further two-day delay from Monday evening due to an undisclosed problem with the rocket.",wn-0285:5:160,delay,160,,,DATE:ten-day,,,,False,0.55
wn-0285,5,delay,delay,,,evening,"Delays from earlier this month were caused by a problem with the satellite, resulting in a ten-day delay, and a further two-day delay from Monday evening due to an undisclosed problem with the rocket.",wn-0285:5:168,delay,168,,,TIME:evening,from,,,False,0.55
wn-0285,8,launch,launch,,,several hours,"The satellite made its first contact with the ground several hours after launch, at 05:44 GMT.",wn-0285:8:241,launch,241,,,TIME:several hours,,,,False,0.55
wn-0285,9,launch,launch,,,Tuesday,The launch was dedicated to Arthur C. Clarke who died on Tuesday.,wn-0285:9:249,launch,249,,,DATE:Tuesday,,,,False,0.55
wn-0285,12,launch,Launch,,Sea,,"Sea Launch President Rob Peckham said that he ""feels good"" about the mission success, and that Sea Launch was ""proud of its role in DirecTV's continued success"".",wn-0285:12:308,launch,308,,,,,,,False,0.55
wn-0285,13,launch,launch,,,,"Steve O'Neill, the President of Boeing Satellite Systems, said that the launch was ""a great ride"", and thanked Sea Launch for their ""excellent work"".",wn-0285:13:354,launch,354,,,,,,,False,0.5
wn-0285,15,launch,Launch,,Sea,this year,Sea Launch have a further four launches planned for this year.,wn-0285:15:404,launch,404,,,DATE:this year,,,,False,0.6
wn-0285,15,launch,launches,,,this year,Sea Launch have a further four launches planned for this year.,wn-0285:15:409,launch,409,,,DATE:this year,,,,False,0.55
wn-0285,16,launch,launch,,,,"In addition, its subsidiary Land Launch will conduct its first launch, using a Zenit-3SLB rocket from area 45/1 at the Baikonur Cosmodrome to launch the AMOS-60 satellite.",wn-0285:16:426,launch,426,,,,,,,False,0.5
wn-0285,16,launch,launch,Land Launch,the AMOS-60 satellite,,"In addition, its subsidiary Land Launch will conduct its first launch, using a Zenit-3SLB rocket from area 45/1 at the Baikonur Cosmodrome to launch the AMOS-60 satellite.",wn-0285:16:440,launch,440,PERSON:Land Launch,,,,,,False,0.7
wn-0285,18,launch,Launch,,Sea,May,"The next Sea Launch mission, with the Galaxy 18 satellite, is scheduled for May.",wn-0285:18:457,launch,457,,LOC:Sea,DATE:May,,,,False,0.75
wn-0286,0,discovery,discovered,NASA's Cassini spacecraft,evidence,,NASA's Cassini spacecraft has discovered evidence that points to the existence of an underground ocean of water and ammonia on Saturn's moon Titan.,wn-0286:0:5,discover,5,,,,,,,False,0.6
wn-0286,2,discovery,findings,,,,"If the findings turn out to be true, this will be the fourth such moon in our solar system found to have some form of water on it.",wn-0286:2:75,finding,75,,,,,,,False,0.5
wn-0286,2,discovery,found,,the fourth such moon,,"If the findings turn out to be true, this will be the fourth such moon in our solar system found to have some form of water on it.",wn-0286:2:93,find,93,,,,,,,False,0.6
wn-0286,3,discovery,found,,only three other moons,,"Currently only three other moons, all from Jupiter, have been found to have known water sources.",wn-0286:3:115,find,115,,,,,,,False,0.6
wn-0286,7,discovery,observations,,,,"Using data from the radar's early observations, the scientists and radar engineers established the locations of 50 unique landmarks on Titan's surface.",wn-0286:7:211,observation,211,,,,,,,False,0.5
wn-0286,8,flyby,flybys,,Titan,,"They then searched for these same lakes, canyons and mountains in the reams of data returned by Cassini in its later flybys of Titan.",wn-0286:8:252,flyby,252,,CELESTIAL:Titan,,,,,False,0.7
wn-0286,9,discovery,found,They,,,They found prominent surface features had shifted from their expected positions by up to 30 kilometers (19 miles).,wn-0286:9:257,find,257,,,,,,,False,0.55
wn-0287,0,launch,launched,A Russian Kosmos-3M rocket,the German SAR-Lupe 4 reconnaissance satellite,,A Russian Kosmos-3M rocket has launched the German SAR-Lupe 4 reconnaissance satellite into low Earth orbit.,wn-0287:0:6,launch,6,,,,,,,False,0.6
wn-0287,2,launch,launch,,,today,"The launch, which was originally scheduled to occur today, was moved up to Tuesday, and subsequently delayed twice due to strong winds at an altitude of 13 kilometres, which prevented launch.",wn-0287:2:41,launch,41,,,DATE:today,,,,False,0.55
wn-0287,2,delay,delayed,,The launch,Tuesday,"The launch, which was originally scheduled to occur today, was moved up to Tuesday, and subsequently delayed twice due to strong winds at an altitude of 13 kilometres, which prevented launch.",wn-0287:2:59,delay,59,,,DATE:Tuesday,,,,False,0.65
wn-0287,2,launch,launch,,,Tuesday,"The launch, which was originally scheduled to occur today, was moved up to Tuesday, and subsequently delayed twice due to strong winds at an altitude of 13 kilometres, which prevented launch.",wn-0287:2:74,launch,74,,,DATE:Tuesday,,,,False,0.55
wn-0287,4,launch,launched,,,December 2006,The first of these was launched in December 2006.,wn-0287:4:97,launch,97,,,DATE:December 2006,in,,,False,0.6
wn-0287,5,launch,launch,,,October 2008,"The next satellite, SAR-Lupe 5, is scheduled for launch sometime around October 2008.",wn-0287:5:114,launch,114,,,DATE:October 2008,,,,False,0.55
wn-0287,8,launch,launch,,SAR-Lupe 4 marks,1967,"It first flew in 1967, and the launch of SAR-Lupe 4 marks its 442nd flight.",wn-0287:8:174,launch,174,,ORG:SAR-Lupe 4 marks,DATE:1967,,,,False,0.75
wn-0287,9,launch,launch,,a member,,It is also the 900th launch of a member of the R-14 family of rockets.,wn-0287:9:190,launch,190,,,,,,,False,0.55
wn-0287,10,launch,launch,,,,"The launch was declared successful, with the satellite reaching orbit at 17:43 GMT.",wn-0287:10:203,launch,203,,,,,,,False,0.5
wn-0287,11,launch,launch,,,2008,It is the fourteenth orbital launch of 2008.,wn-0287:11:222,launch,222,,,DATE:2008,,,,False,0.55
wn-0288,0,landing,landed,,Space Shuttle Endeavour,,The Space Shuttle Endeavour landed on runway 15 at the Kennedy Space Center's Shuttle Landing Facility in Florida at 00:39 GMT this morning.,wn-0288:0:4,land,4,,SPACECRAFT:Space Shuttle Endeavour,,,Shuttle Landing Facility,ORG:Shuttle Landing Facility,False,0.75
wn-0288,1,landing,landing,,Endeavours,a 15 day,"Endeavours landing marks the completion of the STS-123 mission, which saw two new components installed aboard the International Space Station during a 15 day, 18 hour, 10 minute and 54 second mission.",wn-0288:1:26,landing,26,,,DATE:15 day,,,,False,0.6
wn-0288,7,landing,Landing,,,,"Landing aboard Endeavour were astronauts Dominic Gorie, Gregory H. Johnson, Robert L. Behnken, Michael Foreman, Richard M. Linnehan, Takao Doi and Expedition 16 crewmember Léopold Eyharts.",wn-0288:7:155,land,155,,,,,,,False,0.55
wn-0288,8,landing,landing,,,,The landing was waved off on the first attempt due to overcast skies at the landing site.,wn-0288:8:188,landing,188,,,,,,,False,0.5
wn-0288,8,landing,landing,,,,The landing was waved off on the first attempt due to overcast skies at the landing site.,wn-0288:8:202,landing,202,,,,,,,False,0.5
wn-0288,9,delay,delay,,,a 90 minute,This resulted in a 90 minute delay to landing.,wn-0288:9:211,delay,211,,,TIME:90 minute,,,,False,0.55
wn-0288,9,landing,landing,,,a 90 minute,This resulted in a 90 minute delay to landing.,wn-0288:9:213,land,213,,,TIME:90 minute,,,,False,0.6
wn-0288,10,landing,touchdown,,,nine seconds later,"Main gear touchdown occurred at 00:39:08 GMT, followed nine seconds later by nose gear touchdown.",wn-0288:10:218,touchdown,218,,,TIME:nine seconds later,,,,False,0.55
wn-0288,10,landing,touchdown,,nose,nine seconds later,"Main gear touchdown occurred at 00:39:08 GMT, followed nine seconds later by nose gear touchdown.",wn-0288:10:231,touchdown,231,,,TIME:nine seconds later,,,,False,0.6
wn-0288,14,launch,launch,,This,late May,This is currently scheduled to launch in late May.,wn-0288:14:285,launch,285,,,DATE:late May,in,,,False,0.65
wn-0288,15,launch,launched,,Soyuz TMA-12,early April,"Before this, Soyuz TMA-12 will be launched, in early April, with the Space Station's Expedition 17 crew, and Yi So-yeon, who will become the first South Korean in space.",wn-0288:15:297,launch,297,,,DATE:early April,in,,,False,0.65
wn-0289,0,discovery,discovered,Cassini,organic material,,"The Cassini–Huygens spacecraft has discovered ""organic material"" and water spewing from a geyser on one of Saturn's moons, Enceladus.",wn-0289:0:6,discover,6,SPACECRAFT:Cassini,,,,,,False,0.7
wn-0289,1,discovery,discovery,,,March 12,"According to NASA, the discovery was made when Cassini flew by the moon on March 12.",wn-0289:1:31,discovery,31,,,DATE:March 12,,,,False,0.55
wn-0289,1,flyby,flew,Cassini,the moon,March 12,"According to NASA, the discovery was made when Cassini flew by the moon on March 12.",wn-0289:1:36,fly,36,SPACECRAFT:Cassini,,DATE:March 12,on,,,False,0.75
wn-0289,11,discovery,find,we,the final ingredient,,"We have quite a recipe for life on our hands, but we have yet to find the final ingredient, liquid water, but Enceladus is only whetting our appetites for more,"" said Dennis Matson, Cassini project scientist at NASA's Jet Propulsion Laboratory in Pasadena, California.",wn-0289:11:334,find,334,,,,,,,False,0.6
wn-0289,14,flyby,flyby,,Enceladus,August,Cassini's next flyby of Enceladus is in August.,wn-0289:14:403,flyby,403,,CELESTIAL:Enceladus,DATE:August,,,,False,0.75
wn-0290,0,launch,launched,the United States Air Force,a Minuteman III missile,this morning,"At 08:01 GMT (01:01 local time) this morning, the United States Air Force launched a Minuteman III missile on a test mission from Launch Facility 09 at Vandenberg Air Force Base in California.",wn-0290:0:16,launch,16,ORG:United States Air Force,,TIME:this morning,,,,False,0.75
wn-0290,1,delay,delays,,,over a year,"Due to a large number of delays, this is the first time that a Minuteman missile has conducted an operational test in over a year.",wn-0290:1:43,delay,43,,,DATE:over a year,,,,False,0.55
wn-0290,3,launch,launches,,Minuteman,,"The apogee reached has not yet been released, however typical Minuteman launches reach between 1,000 and 1,300km.",wn-0290:3:105,launch,105,,PRODUCT:Minuteman,,,,,False,0.7
wn-0290,5,launch,launched,,the missile,,"The missile flew with a single MK.21 re-entry vehicle, which would be used to carry a nuclear warhead if the missile were launched in hostile circumstances.",wn-0290:5:163,launch,163,,,,,,,False,0.6
wn-0292,0,launch,launched,,a Russian Soyuz-FG carrier rocket,this morning,"RussiaAt 11:16 GMT (17:16 local time) this morning, a Russian Soyuz-FG carrier rocket launched from Site 1/5 at the Baikonur Cosmodrome in Kazakhstan, with the Soyuz TMA-12 spacecraft, on a mission to the International Space Station (ISS).",wn-0292:0:18,launch,18,,,TIME:this morning,,Baikonur Cosmodrome,FAC:Baikonur Cosmodrome,False,0.65
wn-0292,6,launch,lift off,,,about nine minutes,Soyuz TMA-12 successfully separated from the carrier rocket about nine minutes after lift off.,wn-0292:6:179,lift,179,,,TIME:about nine minutes,,,,False,0.6
wn-0292,7,docking,Docking,,the Pirs module,Thursday,Docking with the Pirs module of International Space Station is planned for Thursday at 13:00 GMT.,wn-0292:7:182,dock,182,,,DATE:Thursday,,,,False,0.65
wn-0292,8,docking,docking,,,08:30 GMT,"In preparation for docking, the Progress M-63 cargo spacecraft undocked at 08:30 GMT yesterday morning, and was de-orbited to burn-up in the Earth's atmosphere at 11:50.",wn-0292:8:202,docking,202,,,TIME:08:30 GMT,,,,False,0.55
wn-0292,8,docking,undocked,,the Progress M-63 cargo spacecraft,08:30 GMT,"In preparation for docking, the Progress M-63 cargo spacecraft undocked at 08:30 GMT yesterday morning, and was de-orbited to burn-up in the Earth's atmosphere at 11:50.",wn-0292:8:209,undock,209,,,TIME:08:30 GMT,at,,,False,0.65
wn-0292,11,landing,land in,,which,,"So-yeon will return to Earth aboard Soyuz TMA-11, which is scheduled to land in just under a fortnight's time.",wn-0292:11:288,land,288,,,,,,,False,0.6
wn-0292,12,launch,launched,,,late April 1967,"This is the 99th manned flight of the Soyuz programme, the first of which was launched in late April 1967, and the 107th manned flight of the Soviet/Russian space programme.",wn-0292:12:314,launch,314,,,DATE:late April 1967,in,,,False,0.6
wn-0292,13,launch,launch,,,2008,"It is the fifteenth orbital, and third manned launch of 2008.",wn-0292:13:342,launch,342,,,DATE:2008,,,,False,0.55
wn-0293,0,launch,launched,A United Launch Alliance Atlas V carrier rocket,the ICO G1 communications satellite,this evening,"A United Launch Alliance Atlas V carrier rocket launched this evening from LC-41 at the Cape Canaveral Air Force Station in Florida, USA, with the ICO G1 communications satellite for ICO Satellite Management.",wn-0293:0:8,launch,8,,,TIME:this evening,,Cape Canaveral Air Force Station,FAC:Cape Canaveral Air Force Station,False,0.65
wn-0293,2,launch,launch,,an Atlas rocket,,"It is the first commercial launch of an Atlas rocket since responsibility for the launches was transferred from International Launch Services to United Launch Alliance, through Lockheed Martin.",wn-0293:2:49,launch,49,,,,,,,False,0.55
wn-0293,2,launch,launches,,,,"It is the first commercial launch of an Atlas rocket since responsibility for the launches was transferred from International Launch Services to United Launch Alliance, through Lockheed Martin.",wn-0293:2:58,launch,58,,,,,,,False,0.5
wn-0293,3,launch,Launch,,,about half an hour,"Launch was completely successful, with the spacecraft separating from its carrier rocket about half an hour after launch.",wn-0293:3:74,launch,74,,,TIME:about half an hour,,,,False,0.55
wn-0293,3,launch,launch,,,about half an hour,"Launch was completely successful, with the spacecraft separating from its carrier rocket about half an hour after launch.",wn-0293:3:92,launch,92,,,TIME:about half an hour,,,,False,0.55
wn-0293,6,launch,launch,,,,The launch was dedicated to former Atlas programme employee Lynn Deckard.,wn-0293:6:147,launch,147,,,,,,,False,0.5
wn-0293,8,launch,launch,,Its,May last year,"Its launch had been delayed from May last year, owing to delays with US government missions which were launching on Atlas, and then in light of the failure of a previous Atlas launch in June.",wn-0293:8:172,launch,172,,,DATE:May last year,,,,True,0.6
wn-0293,8,delay,delayed,,Its launch,May last year,"Its launch had been delayed from May last year, owing to delays with US government missions which were launching on Atlas, and then in light of the failure of a previous Atlas launch in June.",wn-0293:8:175,delay,175,,,DATE:May last year,from,,,False,0.65
wn-0293,8,delay,delays,,,May last year,"Its launch had been delayed from May last year, owing to delays with US government missions which were launching on Atlas, and then in light of the failure of a previous Atlas launch in June.",wn-0293:8:183,delay,183,,,DATE:May last year,,,,False,0.55
wn-0293,8,launch,launching,,which,May last year,"Its launch had been delayed from May last year, owing to delays with US government missions which were launching on Atlas, and then in light of the failure of a previous Atlas launch in June.",wn-0293:8:190,launch,190,,,DATE:May last year,,,,False,0.65
wn-0293,8,failure,failure,,a previous Atlas launch,June,"Its launch had been delayed from May last year, owing to delays with US government missions which were launching on Atlas, and then in light of the failure of a previous Atlas launch in June.",wn-0293:8:200,failure,200,,,DATE:June,in,,,False,0.6
wn-0293,8,launch,launch,,Atlas,June,"Its launch had been delayed from May last year, owing to delays with US government missions which were launching on Atlas, and then in light of the failure of a previous Atlas launch in June.",wn-0293:8:205,launch,205,,WORK_OF_ART:Atlas,DATE:June,,,,False,0.75
wn-0293,10,launch,launched,an Atlas rocket,the heaviest satellite,,"It is the heaviest satellite to be launched by an Atlas rocket, and the heaviest single commercial satellite to be launched into a geosynchronous transfer orbit.",wn-0293:10:234,launch,234,,,,,,,False,0.6
wn-0293,10,launch,launched,,the heaviest single commercial satellite,,"It is the heaviest satellite to be launched by an Atlas rocket, and the heaviest single commercial satellite to be launched into a geosynchronous transfer orbit.",wn-0293:10:248,launch,248,,,,,,,False,0.6
wn-0293,11,launch,launch,,,,"Speaking after the launch, Jim Sponnik, the Vice President of the Atlas programme told the team who had conducted the launch that they ""all did extremely well and the rocket did exceptionally well"".",wn-0293:11:259,launch,259,,,,,,,False,0.5
wn-0293,11,launch,launch,,,,"Speaking after the launch, Jim Sponnik, the Vice President of the Atlas programme told the team who had conducted the launch that they ""all did extremely well and the rocket did exceptionally well"".",wn-0293:11:278,launch,278,,,,,,,False,0.5
wn-0293,12,launch,launch,,,,"Colonel Scott Henderson, of the 45th Space Wing, United States Air Force, said that the launch was ""a great success"", and the result of ""phenomenal effort"" on the part of those involved.",wn-0293:12:312,launch,312,,,,,,,False,0.5
wn-0293,13,launch,launch,,,,"David Malcom, the President of Lockheed Martin Commercial Space Systems described the launch as a ""hole in one"".",wn-0293:13:348,launch,348,,,,,,,False,0.5
wn-0293,15,launch,launch,,,,"He also thanked Bob Day, and ICO's space team, for their work in the build up to the launch.",wn-0293:15:413,launch,413,,,,,,,False,0.5
wn-0293,16,launch,launch,,,,"Michael Gass, the CEO of United Launch Alliance said that the successful launch was a ""testimony to this entire team"", and told flight controllers ""congratulations, you're the best"".",wn-0293:16:428,launch,428,,,,,,,False,0.5
wn-0293,17,launch,launch,,,,"The satellite's signal was acquired by ground tracking stations in Australia at 21:17, and the launch was confirmed to be accurate to within one nautical mile of the targeted orbit.",wn-0293:17:470,launch,470,,,,,,,False,0.5
wn-0293,18,launch,launch,,Atlas,early July,"The next Atlas launch is scheduled to occur in early July, with a DMSP weather satellite, from Vandenberg Air Force Base in California.",wn-0293:18:489,launch,489,,WORK_OF_ART:Atlas,DATE:early July,,,,False,0.75
wn-0294,0,launch,launched,,A Pegasus-XL carrier rocket,,"A Pegasus-XL carrier rocket, air-launched by a Lockheed L-1011 TriStar flying from Kwajalein Atoll in the Marshall Islands, has placed the much-delayed C/NOFS satellite into a low Earth orbit.",wn-0294:0:9,launch,9,,,,,,,False,0.6
wn-0294,0,delay,delayed,,the much-delayed C/NOFS satellite,,"A Pegasus-XL carrier rocket, air-launched by a Lockheed L-1011 TriStar flying from Kwajalein Atoll in the Marshall Islands, has placed the much-delayed C/NOFS satellite into a low Earth orbit.",wn-0294:0:29,delay,29,,,,,,,False,0.6
wn-0294,2,launch,launch,,It,2003,"It was originally scheduled to launch in 2003, but owing to a string of delays, it was finally launched at 17:01 GMT today.",wn-0294:2:84,launch,84,,,DATE:2003,in,,,False,0.65
wn-0294,2,delay,delays,,,2003,"It was originally scheduled to launch in 2003, but owing to a string of delays, it was finally launched at 17:01 GMT today.",wn-0294:2:94,delay,94,,,DATE:2003,,,,False,0.55
wn-0294,2,launch,launched,,it,17:01 GMT,"It was originally scheduled to launch in 2003, but owing to a string of delays, it was finally launched at 17:01 GMT today.",wn-0294:2:99,launch,99,,,TIME:17:01 GMT,at,,,False,0.65
wn-0294,4,launch,launch,,,,The launch was conducted by Orbital Sciences Corporation.,wn-0294:4:129,launch,129,,,,,,,False,0.5
wn-0294,5,launch,launch,,a Pegasus rocket,almost a year,It is the first launch of a Pegasus rocket in almost a year.,wn-0294:5:141,launch,141,,,DATE:almost a year,in,,,False,0.6
wn-0294,6,launch,launch,,Pegasus,July,"The next Pegasus is scheduled to launch in July, with NASA's IBEX satellite.",wn-0294:6:157,launch,157,,SPACECRAFT:Pegasus,DATE:July,in,,,False,0.8
wn-0294,7,launch,launch,,C/NOFS,this year,The launch of C/NOFS is the 17th launch to orbit this year and the 39th orbital Pegasus launch.,wn-0294:7:168,launch,168,,ORG:C/NOFS,DATE:this year,,,,False,0.75
wn-0294,7,launch,launch,,,this year,The launch of C/NOFS is the 17th launch to orbit this year and the 39th orbital Pegasus launch.,wn-0294:7:176,launch,176,,,DATE:this year,,,,False,0.55
wn-0294,7,launch,launch,,Pegasus,this year,The launch of C/NOFS is the 17th launch to orbit this year and the 39th orbital Pegasus launch.,wn-0294:7:186,launch,186,,SPACECRAFT:Pegasus,DATE:this year,,,,False,0.75
wn-0295,0,launch,launched,,Vietnam's first satellite,22:17 UTC this evening,"At 22:17 UTC this evening, Vietnam's first satellite, Vinasat-1 was launched aboard an Ariane 5ECA rocket, from the Guiana Space Centre in Kourou, French Guiana.",wn-0295:0:13,launch,13,,,TIME:22:17 UTC this evening,at,,,False,0.65
wn-0295,1,launch,launch,,,,"The launch was conducted by the European organisation Arianespace, and a Brazillian satellite, Star One C-2, was also launched on the same flight.",wn-0295:1:33,launch,33,,,,,,,False,0.5
wn-0295,1,launch,launched,,a Brazillian satellite,,"The launch was conducted by the European organisation Arianespace, and a Brazillian satellite, Star One C-2, was also launched on the same flight.",wn-0295:1:53,launch,53,,,,,,,False,0.6
wn-0295,9,launch,launch,,,1998,"The programme was started in 1998, and launch was originally scheduled for 2005, but was delayed due to political issues concerning the communication frequencies that it was to use.",wn-0295:9:199,launch,199,,,DATE:1998,,,,False,0.55
wn-0295,9,delay,delayed,,launch,2005,"The programme was started in 1998, and launch was originally scheduled for 2005, but was delayed due to political issues concerning the communication frequencies that it was to use.",wn-0295:9:208,delay,208,,,DATE:2005,,,,False,0.65
wn-0295,10,launch,launched,,The other satellite,,"The other satellite being launched is Star One C-2, which will be operated by Star One.",wn-0295:10:228,launch,228,,,,,,,False,0.6
wn-0295,14,launch,launch,,,2008,"This was the 18th orbital launch of 2008, and the second to be conducted by an Ariane 5.",wn-0295:14:309,launch,309,,,DATE:2008,,,,False,0.55
wn-0295,15,launch,launch,,182nd,,"It was the 182nd launch to be conducted by Arianespace, and the 38th launch of an Ariane 5.",wn-0295:15:328,launch,328,,ORG:182nd,,,,,False,0.7
wn-0295,15,launch,launch,,Ariane 5,,"It was the 182nd launch to be conducted by Arianespace, and the 38th launch of an Ariane 5.",wn-0295:15:338,launch,338,,SPACECRAFT:Ariane 5,,,,,False,0.7
wn-0295,16,launch,launch,,,late May,"The next Ariane launch is scheduled for late May, with Skynet 5C for the British Ministry of Defence, and Turksat 3A for Turksat.",wn-0295:16:347,launch,347,,,DATE:late May,,,,False,0.55
wn-0295,17,launch,launch,,,,"Speaking after the launch had been confirmed to be a success, Jean-Yves Le Gall, the CEO of Arianespace remarked that he was ""delighted to share...this new success"", and that he appreciated the customers' trust.",wn-0295:17:374,launch,374,,,,,,,False,0.5
wn-0295,20,launch,launch,,,,He also congratulated Vietnam on its first satellite launch.,wn-0295:20:484,launch,484,,,,,,,False,0.5
wn-0295,22,launch,launch,,,,"Doan Hop Le, Vietnam's Minister of Information Technology and Communications said that the successful launch was important for ""confirming sovereignty of Vietnam in space"", that it had ""great technical and socio-economic significance"", and that it brought ""Vietnam's communication industry up to a new height"".",wn-0295:22:534,launch,534,,,,,,,False,0.5
wn-0296,0,landing,landed,the Soyuz TMA-11 spacecraft,three cosmonauts,This morning,"This morning, the Soyuz TMA-11 spacecraft landed in Kazakhstan, with three cosmonauts aboard.",wn-0296:0:7,land,7,,,TIME:This morning,,Kazakhstan,GPE:Kazakhstan,False,0.65
wn-0296,3,landing,Landing,,,08:30 UTC,"Landing was scheduled for 08:30 UTC, however due to an anomaly during re-entry, it occurred at 08:51, 21 minutes behind schedule.",wn-0296:3:73,landing,73,,,TIME:08:30 UTC,,,,False,0.55
wn-0296,3,failure,anomaly,,,08:30 UTC,"Landing was scheduled for 08:30 UTC, however due to an anomaly during re-entry, it occurred at 08:51, 21 minutes behind schedule.",wn-0296:3:84,anomaly,84,,,TIME:08:30 UTC,,,,False,0.55
wn-0296,5,landing,descent,,,,"A controlled ballistic descent profile was used, which differs from the planned re-entry profile in that it is steeper.",wn-0296:5:124,descent,124,,,,,,,False,0.5
wn-0296,6,failure,anomaly,,,,"The command to switch to this profile was given by the on-board computer during re-entry, after an unspecified anomaly was detected.",wn-0296:6:167,anomaly,167,,,,,,,False,0.5
wn-0296,6,discovery,detected,,an unspecified anomaly,,"The command to switch to this profile was given by the on-board computer during re-entry, after an unspecified anomaly was detected.",wn-0296:6:169,detect,169,,,,,,,False,0.6
wn-0296,8,landing,Landing,,,,"Landing occurred 475 kilometres short, to the west of the scheduled landing site.",wn-0296:8:202,landing,202,,,,,,,False,0.5
wn-0296,8,landing,landing,,,,"Landing occurred 475 kilometres short, to the west of the scheduled landing site.",wn-0296:8:214,landing,214,,,,,,,False,0.5
wn-0296,9,landing,landing,,the previous Soyuz mission,last October,"The same backup profile was used during the landing of the previous Soyuz mission, Soyuz TMA-10, last October.",wn-0296:9:225,landing,225,,,DATE:last October,,,,False,0.6
wn-0296,11,failure,loss,,signal,,"During re-entry, there was an unusually long loss-of-signal, which caused concern for flight controllers, as well as the Expedition 17 crew of the ISS.",wn-0296:11:260,loss,260,,,,,,,False,0.55
wn-0297,0,launch,lifted off,,the Chinese Long March 3C,this afternoon,"At 15:35 UTC this afternoon (23:35 local time), the Chinese Long March 3C (CZ-3C) carrier rocket lifted off on its maiden flight, from launch pad 2 at the Xichang Satellite Launch Centre.",wn-0297:0:21,lift,21,,,TIME:this afternoon,,,,False,0.65
wn-0297,0,launch,launch,,,this afternoon,"At 15:35 UTC this afternoon (23:35 local time), the Chinese Long March 3C (CZ-3C) carrier rocket lifted off on its maiden flight, from launch pad 2 at the Xichang Satellite Launch Centre.",wn-0297:0:29,launch,29,,,TIME:this afternoon,,,,False,0.55
wn-0297,4,launch,launch,,,October,"The next Shenzhou mission, Shenzhou 7, is currently scheduled for launch in October.",wn-0297:4:147,launch,147,,,DATE:October,,,,False,0.55
wn-0297,6,launch,launch,,,2008,"This is the 19th orbital launch of 2008, and the first this year to be conducted by the People's Republic of China.",wn-0297:6:166,launch,166,,,DATE:2008,,,,False,0.55
wn-0297,7,launch,launch,,,the end of April,"It is currently believed that China intend to conduct one more launch before the end of April, however due to secrecy surrounding China's space programme, it is difficult to be certain of this.",wn-0297:7:197,launch,197,,,DATE:end of April,,,,False,0.55
wn-0298,1,launch,launch,,STS-124,the end of May,"Its next scheduled launch, STS-124, is currently targeted for the end of May.",wn-0298:1:54,launch,54,,GPE:STS-124,DATE:end of May,,,,False,0.75
wn-0298,2,launch,launch,,,around five to six weeks,"This procedure, known as a rollover, occurs around five to six weeks ahead of launch, and is followed by stacking, or attachment of Discovery to an External Tank and a pair of Solid Rocket Boosters, which are waiting in the VAB.",wn-0298:2:84,launch,84,,,DATE:around five to six weeks,,,,False,0.55
wn-0298,3,launch,Launch,,,week,"Once this has been completed, electrical tests will be conducted on the Shuttle, and then it will be rolled out to Launch Complex 39A in a week's time.",wn-0298:3:138,launch,138,,,DATE:week,,,,False,0.55
wn-0298,4,discovery,Discoverys,,,,"Discoverys next mission, STS-124, will carry seven astronauts to the International Space Station (ISS), and deliver the main component of the Japanese Experiment Module.",wn-0298:4:148,discovery,148,,,,,,,False,0.5
wn-0299,0,launch,Launch,,,40,"Launch Complex 40 (LC-40) at the Cape Canaveral Air Force Station, Merritt Island, Florida has been demolished.",wn-0299:0:0,launch,0,,,DATE:40,,,,False,0.55
wn-0299,2,launch,launch,,,,The launch tower had already been dismantled.,wn-0299:2:60,launch,60,,,,,,,False,0.5
