doc_id,sent_id,event_type,trigger_word,agent,patient,time_expr,sentence,event_id,trigger_lemma,trigger_token,agent_key,patient_key,time_key,time_prep,location,location_key,negated,confidence
wn-0056,4,discovery,find,an effort,the spacecraft,,"The Planetary Society are being assisted by the US Strategic Command in an effort to find the spacecraft, if it did make orbit.",wn-0056:4:141,find,141,,,,,,,False,0.6
wn-0057,3,discovery,observe,order,,,"The experiment, intending to provide more information about the make up of comets, consisted of a 370&amp;nbsp;kg projectile being fired at the comet in order to observe and analyse the resultant impact.",wn-0057:3:112,observe,112,,,,,,,False,0.55
wn-0057,6,flyby,fly by,,merely fly-by missions,,"Previous space missions to comets, such as Giotto and Stardust, were merely fly-by missions, only able to photograph and examine the surfaces of cometary nuclei.",wn-0057:6:186,fly,186,,,,,,,False,0.6
wn-0057,8,launch,launch,,its,"January 12, 2005","Following its launch on January 12, 2005, the Deep Impact spacecraft took 174 days to reach Comet Tempel 1 at a cruising speed of 103,000 kilometers per hour (64,000 miles per hour).",wn-0057:8:235,launch,235,,,"DATE:January 12, 2005",on,,,False,0.6
wn-0057,9,flyby,flyby,,,"July 3, 2005","Once the spacecraft reached the vicinity of the comet on July 3, 2005, it separated into two portions, an impactor and a flyby probe.",wn-0057:9:295,flyby,295,,,"DATE:July 3, 2005",,,,False,0.55
wn-0057,12,discovery,spotted,,the crater,,"Scientists believe that the energy of this high-velocity collision will be sufficient to excavate a crater up to 100 meters wide (larger than the bowl of the Roman Colosseum), although the crater has not yet been spotted in post-impact images because the cloud of debris is obscuring the view.",wn-0057:12:415,spot,415,,,,,,,True,0.6
wn-0057,13,flyby,flyby,,,,"Just minutes after the impact, the flyby probe passed by the nucleus at a close distance of 500 km, taking pictures of the crater position, the ejecta plume, and the entire cometary nucleus.",wn-0057:13:439,flyby,439,,,,,,,False,0.5
wn-0057,15,discovery,observed,cameras,the impact,,"In addition, the impact was observed by cameras and spectroscopes on board Europe's Rosetta spacecraft, which was about 80 million km from the comet at the time of impact.",wn-0057:15:503,observe,503,,,,,,,False,0.6
wn-0058,1,failure,explosion,,,daily,"""It is obvious that elements of the comet's orbit, and correspondingly the ephemeris, will change after the explosion, which interferes with my astrology work and distorts my horoscope,"" Bai was quoted in the daily newspaper, Izvestia.",wn-0058:1:86,explosion,86,,,DATE:daily,,,,False,0.55
wn-0058,3,failure,crashed,NASA,a probe,July 4,"On July 4, NASA successfully crashed a probe into the Tempel 1 comet in hopes the debris kicked up in the resulting explosion could shed light in the building blocks of the early solar system.",wn-0058:3:143,crash,143,ORG:NASA,,DATE:July 4,on,,,False,0.75
wn-0058,3,failure,explosion,,,July 4,"On July 4, NASA successfully crashed a probe into the Tempel 1 comet in hopes the debris kicked up in the resulting explosion could shed light in the building blocks of the early solar system.",wn-0058:3:160,explosion,160,,,DATE:July 4,,,,False,0.55
wn-0059,0,launch,launch,,shuttle Discovery,,The U.S. space agency NASA called off the launch of Space shuttle Discovery today after a problem with a fuel sensor in the external tank used to detect fuel exhaustion.,wn-0059:0:8,launch,8,,SPACECRAFT:shuttle Discovery,,,,,False,0.7
wn-0059,0,discovery,detect,,fuel exhaustion,,The U.S. space agency NASA called off the launch of Space shuttle Discovery today after a problem with a fuel sensor in the external tank used to detect fuel exhaustion.,wn-0059:0:27,detect,27,,,,,,,False,0.6
wn-0059,2,launch,launch,,,,The launch was already facing the threat of a scrub due to thunderstorms in the area.,wn-0059:2:52,launch,52,,,,,,,False,0.5
wn-0059,2,delay,scrub,,,,The launch was already facing the threat of a scrub due to thunderstorms in the area.,wn-0059:2:60,scrub,60,,,,,,,False,0.5
wn-0059,3,launch,launch,,,,The sensor is one of four used to trigger the engine cutout after launch.,wn-0059:3:82,launch,82,,,,,,,False,0.5
wn-0059,5,failure,fail,,,,"Should more of the sensors fail, the engine might burn out due to lack of fuel, a situation that has not been tested.",wn-0059:5:114,fail,114,,,,,,,False,0.55
wn-0059,6,discovery,detected,,The problem,,The problem was detected during a simulation of an empty tank.,wn-0059:6:139,detect,139,,,,,,,False,0.6
wn-0059,7,failure,faulty,,the faulty sensor,,"When placed in a mode simulating an empty tank, three of the sensors correctly registered that the tank was empty, while the faulty sensor stayed in the ""full"" state.",wn-0059:7:172,faulty,172,,,,,,,False,0.55
wn-0059,12,launch,launch,,,February 2003,"The launch, which was scheduled for 3:51 ET (20:51 UTC), would have been the first launch of a shuttle since Columbia's February 2003 crash which killed all crew members aboard.",wn-0059:12:258,launch,258,,,DATE:February 2003,,,,False,0.55
wn-0059,12,launch,launch,,a shuttle,February 2003,"The launch, which was scheduled for 3:51 ET (20:51 UTC), would have been the first launch of a shuttle since Columbia's February 2003 crash which killed all crew members aboard.",wn-0059:12:276,launch,276,,,DATE:February 2003,,,,False,0.6
wn-0059,12,failure,crash,Columbia,,February 2003,"The launch, which was scheduled for 3:51 ET (20:51 UTC), would have been the first launch of a shuttle since Columbia's February 2003 crash which killed all crew members aboard.",wn-0059:12:285,crash,285,ORG:Columbia,,DATE:February 2003,,,,False,0.65
wn-0059,14,launch,launch,,,,"It is also unknown at the moment whether the issue will be fixed on the launch pad, or in the Vehicle Assembly Building - in which it takes close to a full day's time to transport a shuttle between the two areas.",wn-0059:14:324,launch,324,,,,,,,False,0.5
wn-0059,15,delay,delays,,,,"In the interim, the crew of the shuttle will stay at KSC unless there are further delays, in which case the crew might be transported back to JSC in Houston for refresher training.",wn-0059:15:372,delay,372,,,,,,,False,0.5
wn-0060,0,failure,accident,,,later today,The 'Return to Flight' mission for the Space Shuttle Discovery is to go ahead later today despite an accident on the launch pad yesterday.,wn-0060:0:20,accident,20,,,TIME:later today,,,,False,0.55
wn-0060,0,launch,launch,,,yesterday,The 'Return to Flight' mission for the Space Shuttle Discovery is to go ahead later today despite an accident on the launch pad yesterday.,wn-0060:0:23,launch,23,,,DATE:yesterday,,,,False,0.55
wn-0060,4,delay,delay,,,less than an hour,"A replacement panel was fitted in less than an hour, with the only effect being a delay in rolling back the pad's Rotating Service Structure.",wn-0060:4:114,delay,114,,,TIME:less than an hour,,,,False,0.55
wn-0060,5,launch,launch,,,today,"This has been the only issue in the build up to today's launch, the first Shuttle flight since the Columbia Orbiter broke up during re-entry in February 2003.",wn-0060:5:139,launch,139,,,DATE:today,,,,False,0.55
wn-0060,5,failure,broke up,,Columbia Orbiter,February 2003,"This has been the only issue in the build up to today's launch, the first Shuttle flight since the Columbia Orbiter broke up during re-entry in February 2003.",wn-0060:5:149,break,149,,SPACECRAFT:Columbia Orbiter,DATE:February 2003,in,,,False,0.8
wn-0060,6,failure,lost,,All crew,,"All crew were lost in that incident, which has been blamed on damage to a wing thermal protection system panel, caused by a block of fuel tank insulation that became detached and hit the Orbiter during the first moments of flight.",wn-0060:6:162,lose,162,,,,,,,False,0.6
wn-0060,7,launch,take off,,,3.51pm EDT,Discovery is due to take off at 3.51pm EDT today.,wn-0060:7:208,take,208,,,TIME:3.51pm EDT,at,,,False,0.6
wn-0060,8,delay,delay,,,,The chance of a weather-related delay to the launch has increased to 40% - due to the possibility of thunderstorms in the area.,wn-0060:8:222,delay,222,,,,,,,False,0.5
wn-0060,8,launch,launch,,,,The chance of a weather-related delay to the launch has increased to 40% - due to the possibility of thunderstorms in the area.,wn-0060:8:225,launch,225,,,,,,,False,0.5
wn-0061,0,launch,launch,,Discovery,Friday,NASA engineers announced on Friday that the Discovery's launch is being put on hold indefinitely.,wn-0061:0:9,launch,9,,PRODUCT:Discovery,DATE:Friday,,,,False,0.75
wn-0061,2,launch,launch,,,four days,"""As soon as we fix the problem, we will be four days from launch.",wn-0061:2:61,launch,61,,,DATE:four days,,,,False,0.55
wn-0061,6,launch,Launch,,,the end of the month,"Launch controllers are still optimistic about a launch in the current window of opportunity, which lasts until the end of the month.",wn-0061:6:78,launch,78,,,DATE:end of the month,,,,False,0.55
wn-0061,6,launch,launch,,,the end of the month,"Launch controllers are still optimistic about a launch in the current window of opportunity, which lasts until the end of the month.",wn-0061:6:85,launch,85,,,DATE:end of the month,,,,False,0.55
wn-0062,0,launch,launch,,Space Shuttle Discovery,,With the problem with the fuel gauge still unexplained NASA has announced that in may bend some of its long-standing safety rules to launch the Space Shuttle Discovery on time.,wn-0062:0:25,launch,25,,SPACECRAFT:Space Shuttle Discovery,,,,,False,0.75
wn-0062,1,launch,launch,NASA managers,,Tuesday,"NASA managers have decided to launch with just three of the four fuel gauges working if the problem reappears Tuesday, however this would mean disregarding the rule created in 1986 after the Challenger explosion.",wn-0062:1:38,launch,38,,,DATE:Tuesday,,,,False,0.6
wn-0062,1,failure,explosion,,Challenger,1986,"NASA managers have decided to launch with just three of the four fuel gauges working if the problem reappears Tuesday, however this would mean disregarding the rule created in 1986 after the Challenger explosion.",wn-0062:1:67,explosion,67,,ORG:Challenger,DATE:1986,,,,False,0.75
wn-0062,7,launch,launch,,,two and a half years ago,This will be the first launch since the Space Shuttle Columbia disaster two and a half years ago.,wn-0062:7:177,launch,177,,,DATE:two and a half years ago,,,,False,0.55
wn-0062,7,failure,disaster,,Space Shuttle Columbia,two and a half years ago,This will be the first launch since the Space Shuttle Columbia disaster two and a half years ago.,wn-0062:7:183,disaster,183,,SPACECRAFT:Space Shuttle Columbia,DATE:two and a half years ago,,,,False,0.75
wn-0063,0,launch,launch,,,2 weeks,"The NASA Space Shuttle Discovery roared into the Florida sky at 10:39AM ET (14:39 UTC), 2 weeks after the launch was scrubbed due to a faulty sensor.",wn-0063:0:22,launch,22,,,DATE:2 weeks,,,,True,0.55
wn-0063,0,delay,scrubbed,,the launch,2 weeks,"The NASA Space Shuttle Discovery roared into the Florida sky at 10:39AM ET (14:39 UTC), 2 weeks after the launch was scrubbed due to a faulty sensor.",wn-0063:0:24,scrub,24,,,DATE:2 weeks,,,,False,0.65
wn-0063,0,failure,faulty,,a faulty sensor,2 weeks,"The NASA Space Shuttle Discovery roared into the Florida sky at 10:39AM ET (14:39 UTC), 2 weeks after the launch was scrubbed due to a faulty sensor.",wn-0063:0:28,faulty,28,,,DATE:2 weeks,,,,False,0.6
wn-0063,1,launch,launch,,,"August 7, 2005","The launch was the start of the STS-114 mission, which is planned to be completed on August 7, 2005.",wn-0063:1:32,launch,32,,,"DATE:August 7, 2005",,,,False,0.55
wn-0064,0,launch,launched,,which,,The crew of the Space shuttle Discovery&amp;nbsp;&amp;ndash; which launched successfully yesterday&amp;nbsp;&amp;ndash; have begun to make inspections of the exterior of the Orbiter.,wn-0064:0:9,launch,9,,,,,,,False,0.6
wn-0064,1,failure,destroyed,,Columbia,,"They are checking for any damage that may have occurred during take-off&amp;nbsp;&amp;ndash; the Columbia was destroyed after a piece of foam falling from the external fuel tank split open a wing, allowing super-heated gas to enter the craft upon reentry, leading to its break-up.",wn-0064:1:44,destroy,44,,ORG:Columbia,,,,,False,0.75
wn-0064,1,landing,reentry,,,,"They are checking for any damage that may have occurred during take-off&amp;nbsp;&amp;ndash; the Columbia was destroyed after a piece of foam falling from the external fuel tank split open a wing, allowing super-heated gas to enter the craft upon reentry, leading to its break-up.",wn-0064:1:71,reentry,71,,,,,,,False,0.5
wn-0064,4,landing,landing,,,,"NASA engineers are studying footage taken from a camera mounted on the external fuel tank, which appears to show a 1.5"" (3.8&amp;nbsp;cm) piece of tile falling away from on or near the nose landing-gear doors.",wn-0064:4:180,landing,180,,,,,,,False,0.5
wn-0065,1,discovery,findings,,,several days,"Final findings will not be available for several days as a team of 200 experts study all video and stills footage taken of the shuttle during launch, and on approach to the International Space Station (ISS), with which Discovery docked earlier today.",wn-0065:1:17,finding,17,,,DATE:several days,,,,False,0.55
wn-0065,1,launch,launch,,,several days,"Final findings will not be available for several days as a team of 200 experts study all video and stills footage taken of the shuttle during launch, and on approach to the International Space Station (ISS), with which Discovery docked earlier today.",wn-0065:1:42,launch,42,,,DATE:several days,,,,False,0.55
wn-0065,1,docking,docked,Discovery,which,earlier today,"Final findings will not be available for several days as a team of 200 experts study all video and stills footage taken of the shuttle during launch, and on approach to the International Space Station (ISS), with which Discovery docked earlier today.",wn-0065:1:59,dock,59,PRODUCT:Discovery,,TIME:earlier today,,,,False,0.75
wn-0065,2,launch,launch,,,,"Images from new cameras have revealed that a section of foam weighing some 250&amp;nbsp;g fell away from the external fuel tank during launch, but did not strike the Orbiter.",wn-0065:2:86,launch,86,,,,,,,False,0.5
wn-0065,3,launch,launches,,,,"However, NASA has announced the grounding of all further planned Shuttle launches until they have a firm understanding of why the foam comes away, and what to do about it.",wn-0065:3:107,launch,107,,,,,,,False,0.55
wn-0065,4,failure,loss,,the craft,January 2003,A piece of foam striking the Columbia's wing during take-off in January 2003 was responsible for the loss of the craft as it made its reentry to Earth's atmosphere.,wn-0065:4:149,loss,149,,,DATE:January 2003,,,,False,0.6
wn-0065,4,landing,reentry,,its,January 2003,A piece of foam striking the Columbia's wing during take-off in January 2003 was responsible for the loss of the craft as it made its reentry to Earth's atmosphere.,wn-0065:4:157,reentry,157,,,DATE:January 2003,,,,False,0.6
wn-0066,1,discovery,found,they,a chunk,,"Astronomers from the Palomar Observatory near San Diego, California said they found a chunk of ice and rock in the solar system larger than Pluto.",wn-0066:1:33,find,33,,,,,,,False,0.6
wn-0066,5,discovery,found,,Solar system bodies,,"Solar system bodies found beyond the orbit of Neptune are called ""trans-Neptunian objects"".",wn-0066:5:121,find,121,,,,,,,False,0.6
wn-0066,7,discovery,discoveries,,,2004,"Up until now all other planet-like discoveries beyond Neptune, including Sedna, found by the same Palomar team in 2004, are called Kuiper Belt objects, or minor planets.",wn-0066:7:157,discovery,157,,,DATE:2004,,,,False,0.55
wn-0066,7,discovery,found,the same Palomar team,all other planet-like discoveries,2004,"Up until now all other planet-like discoveries beyond Neptune, including Sedna, found by the same Palomar team in 2004, are called Kuiper Belt objects, or minor planets.",wn-0066:7:164,find,164,,,DATE:2004,,,,False,0.65
wn-0066,9,discovery,found,they,a range,2003,"Using mathematical formulas, they found a range of sizes for 2003 UB313, with an estimated average showing the approximate diameter of the new body to be about 2,600 kilometers.",wn-0066:9:219,find,219,,,DATE:2003,,,,False,0.65
wn-0066,16,discovery,found,Pluto,,,"""We are 100 percent confident that this is the first object bigger than Pluto ever found in the outer solar system,"" Brown added.",wn-0066:16:442,find,442,CELESTIAL:Pluto,,,,,,False,0.65
wn-0066,18,discovery,discovery,,,,"That's why it eluded discovery: nobody was looking there until now, Brown said.",wn-0066:18:485,discovery,485,,,,,,,False,0.5
wn-0066,22,discovery,identify,,,,"The brightness of this object is just barely fainter than the telescopes from earlier sky surveys were able to identify, so new advances in the making of telescopes has also played a part in this discovery.",wn-0066:22:590,identify,590,,,,,,,False,0.55
wn-0066,22,discovery,discovery,,,,"The brightness of this object is just barely fainter than the telescopes from earlier sky surveys were able to identify, so new advances in the making of telescopes has also played a part in this discovery.",wn-0066:22:607,discovery,607,,,,,,,False,0.5
wn-0066,23,discovery,discovery,,,2003,"Now that the discovery data has been released, the scientists will turn over their work to the International Astronomical Union (IAU), which will review it, classify the object and approve a new name to replace the temporary 2003 UB313.",wn-0066:23:613,discovery,613,,,DATE:2003,,,,False,0.55
wn-0066,27,discovery,found,,objects,2004,"In the 2004 naming of Sedna, Brown noted objects found in the Kuiper Belt are usually named after deities of the Underworld.",wn-0066:27:727,find,727,,,DATE:2004,,Kuiper Belt,CELESTIAL:Kuiper Belt,False,0.65
wn-0066,28,discovery,discovery,,,,The astronomers have been using a code name of sorts for the discovery.,wn-0066:28:754,discovery,754,,,,,,,False,0.5
wn-0066,35,discovery,discovery,,2003 UB313,2003,"But with the discovery of 2003 UB313 the ""planet or not"" debate may rekindle.",wn-0066:35:898,discovery,898,,,DATE:2003,,,,False,0.6
wn-0066,41,discovery,discovery,,,this past week,"The new ""10th planet"" was not the only new discovery in the Kuiper Belt this past week.",wn-0066:41:1022,discovery,1022,,,DATE:this past week,,Kuiper Belt,CELESTIAL:Kuiper Belt,False,0.55
wn-0066,42,discovery,discovery,,an object,2003,José-Luis Ortiz at the Sierra Nevada Observatory in Spain announced the discovery of an object called 2003 EL61.,wn-0066:42:1044,discovery,1044,,,DATE:2003,,,,False,0.6
wn-0066,44,discovery,discovery,,2003 EL61,2003,"Although some news media confused the discovery of 2003 EL61 with 2003 UB313, they are different objects.",wn-0066:44:1080,discovery,1080,,,DATE:2003,,,,False,0.6
wn-0066,46,discovery,discovery,,,2003,"Although this second discovery may not be as large as 2003 UB313, scientists have confirmed that 2003 EL61 has its own moon.",wn-0066:46:1120,discovery,1120,,,DATE:2003,,,,False,0.55
wn-0067,0,delay,postponed,NASA,the landing,2005-07-30,"2005-07-30 NASA has postponed the landing of the Space Shuttle Discovery mission STS-114, planned for today.",wn-0067:0:7,postpone,7,ORG:NASA,,DATE:2005-07-30,,,,False,0.75
wn-0067,0,landing,landing,,the Space Shuttle Discovery mission STS-114,2005-07-30,"2005-07-30 NASA has postponed the landing of the Space Shuttle Discovery mission STS-114, planned for today.",wn-0067:0:9,landing,9,,,DATE:2005-07-30,,,,True,0.6
wn-0067,1,delay,delayed,Officials,the landing,today,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site.",wn-0067:1:25,delay,25,,,DATE:today,,,,False,0.65
wn-0067,1,landing,landing,,,today,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site.",wn-0067:1:27,landing,27,,,DATE:today,,,,True,0.55
wn-0067,1,failure,cancelled,Officials,any attempts,today,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site.",wn-0067:1:31,cancel,31,,,DATE:today,,,,False,0.65
wn-0067,1,landing,landing,,,today,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site.",wn-0067:1:54,landing,54,,,DATE:today,,,,False,0.55
wn-0067,3,landing,Landing,,the space shuttle craft,,"Landing the space shuttle craft has been likened to landing a ""brick"".",wn-0067:3:59,land,59,,,,,,,False,0.6
wn-0067,3,landing,landing,,"a ""brick",,"Landing the space shuttle craft has been likened to landing a ""brick"".",wn-0067:3:68,land,68,,,,,,,False,0.6
wn-0067,4,landing,landing,,,,The approach to the landing field is at a steep pitch (nose up) and a high rate of descent.,wn-0067:4:78,landing,78,,,,,,,False,0.5
wn-0067,4,landing,descent,,,,The approach to the landing field is at a steep pitch (nose up) and a high rate of descent.,wn-0067:4:94,descent,94,,,,,,,False,0.5
wn-0067,5,landing,landing,,,,The shuttle is not very maneuverable and has one shot at the correct landing approach.,wn-0067:5:109,landing,109,,,,,,,False,0.5
wn-0067,8,landing,landing,,,Tuesday,"On Tuesday, there will be six landing opportunities: two each at Kennedy Space Center in Florida, Edwards Air Force Base in California, and White Sands Space Harbor in New Mexico.",wn-0067:8:154,landing,154,,,DATE:Tuesday,,,,False,0.55
wn-0067,9,landing,landing,,,,"Shuttle managers prefer a landing at Kennedy, but will consider the alternate sites if bad weather in Florida rules out landing there.",wn-0067:9:186,landing,186,,,,,,,False,0.5
wn-0067,9,landing,landing,,bad weather,,"Shuttle managers prefer a landing at Kennedy, but will consider the alternate sites if bad weather in Florida rules out landing there.",wn-0067:9:203,land,203,,,,,,,False,0.6
wn-0067,10,landing,land,,the shuttle,tomorrow,"NASA administrators insist that the shuttle will land tomorrow at one of the three sites, rather than spending yet another day in orbit.",wn-0067:10:213,land,213,,,DATE:tomorrow,,,,False,0.65
wn-0068,0,landing,landing,,Orbiter Discovery,8:11:22 am EDT,"The US Space Shuttle Orbiter Discovery has returned to Earth safely, landing at Edwards Air Force Base, California, touching down on runway 22 at 8:11:22 am EDT (1211 GMT), and rolling to a stop.",wn-0068:0:12,land,12,,SPACECRAFT:Orbiter Discovery,TIME:8:11:22 am EDT,,Edwards Air Force Base,FAC:Edwards Air Force Base,False,0.8
wn-0068,0,landing,touching down,,Orbiter Discovery,8:11:22 am EDT,"The US Space Shuttle Orbiter Discovery has returned to Earth safely, landing at Edwards Air Force Base, California, touching down on runway 22 at 8:11:22 am EDT (1211 GMT), and rolling to a stop.",wn-0068:0:21,touch,21,,SPACECRAFT:Orbiter Discovery,TIME:8:11:22 am EDT,at,,,False,0.8
wn-0069,2,failure,loss,,bone,,"Being in space presents many health concerns &amp;ndash; both psychological and physiological difficulties, such as bone loss and radiation exposure.",wn-0069:2:74,loss,74,,,,,,,False,0.55
wn-0069,6,failure,loss,,,,"He also considers Krikalev's experience important for understanding ways to counter the physical side effects of space-travel, stating that ""I imagine he's gotten pretty good over time in adhering to a countermeasure programme to minimise bone mass loss"".",wn-0069:6:209,loss,209,,,,,,,False,0.5
wn-0070,0,failure,exploded,,the star,,"Recent images from the Chandra X-Ray Observatory reveal details of the nature of the star that became Supernova 1987A. In the time just before the star exploded, solar winds created a cavity in a cloud of cool gas that surrounded it.",wn-0070:0:28,explode,28,,,,,,,False,0.6
wn-0070,1,failure,explosion,,,,"The explosion first lit up the cooler gas with a burst of ultraviolet light, then created a shock wave that started travelling through this cavity.",wn-0070:1:46,explosion,46,,,,,,,False,0.5
wn-0071,5,delay,delayed,NASA,the next Shuttle flight,next year,NASA delayed the next Shuttle flight until next year so their engineers have time to address the foam problem that occurred during the most recent flight.,wn-0071:5:125,delay,125,ORG:NASA,,DATE:next year,until,,,False,0.75
wn-0071,6,launch,launch,,,,"A rushed timetable for the previous launch has been criticised as a major contributing factor to the ""same behavioral problems that contributed to the Columbia tragedy,"" an AP story stated.",wn-0071:6:157,launch,157,,,,,,,False,0.5
wn-0073,0,discovery,discovered,Astronomers,,the past 25 years,"Astronomers have discovered that Saturn's D ring, the innermost of Saturn's 15 rings, has grown dimmer in the past 25 years and sections have moved up to 125 miles inward toward the planet.",wn-0073:0:2,discover,2,,,DATE:past 25 years,,,,False,0.6
wn-0073,1,discovery,discovery,,,1981,"This discovery was made after astronomers compiled results predominantly from the Voyager 2 spacecraft, which passed Saturn in 1981, and the Cassini-Huygens probe which entered Saturn's orbit last year.",wn-0073:1:39,discovery,39,,,DATE:1981,,,,False,0.55
wn-0073,2,discovery,found,,Other rings,,Other rings were found to be rotating slower than had previously been estimated with computer models.,wn-0073:2:77,find,77,,,,,,,False,0.6
wn-0073,3,discovery,discovered,,It,,It was also discovered that the matter composing the rings is of far more widely varying temperatures than had been expected.,wn-0073:3:94,discover,94,,,,,,,False,0.6
wn-0073,5,discovery,observed,Galileo,The rings,1610,"The rings, which are now iconic to Saturn, and known to be common to all Jovian planets in general, were first observed in 1610 by Galileo.",wn-0073:5:164,observe,164,PRODUCT:Galileo,,DATE:1610,in,,,False,0.75
wn-0073,7,discovery,discoveries,,,Monday,"This, and other Cassini-related discoveries, were discussed at a meeting of the American Astronomical Society's division of planetary sciences on Monday.",wn-0073:7:221,discovery,221,,,DATE:Monday,,,,False,0.55
wn-0074,0,delay,delay,,,at least the fall of 2006,"There will be a delay in future Shuttle flights until at least the fall of 2006, due to damaged NASA facilities that house and manufacture parts for the Shuttle program.",wn-0074:0:4,delay,4,,,DATE:at least the fall of 2006,until,,,False,0.55
wn-0074,2,launch,launches,,Shuttle,,The Michoud New Orleans facility is the primary manufacturing facility for the external fuel tanks that are used on Shuttle launches.,wn-0074:2:109,launch,109,,ORG:Shuttle,,,,,False,0.7
wn-0074,4,failure,disaster,,,,NASA is still trying to contact employees who have been evacuated from the New Orleans and Gulf Coast areas who have not reported to work due to the disaster and current situation in New Orleans.,wn-0074:4:156,disaster,156,,,,,New Orleans,GPE:New Orleans,False,0.5
wn-0074,11,failure,losses,,,,"Among other problems facing NASA, employees at these damaged facilities have faced very personal losses.",wn-0074:11:310,loss,310,,,,,,,False,0.5
wn-0074,12,failure,lost,Some,family members,,"Some have lost family members, their homes, and more.",wn-0074:12:314,lose,314,,,,,,,False,0.6
wn-0075,3,discovery,discovery,,,,The intial discovery was made by using information from the European Space Agency's (ESA) Interferometric Satellite Aperture Radar satellite.,wn-0075:3:92,discovery,92,,,,,,,False,0.5
wn-0076,1,discovery,observations,,Hubble,mid-2008,"The two-gyro mode is expected to preserve the operating life of the third gyro and extend Hubble's science observations through mid-2008, an eight-month extension.",wn-0076:1:51,observation,51,,SPACECRAFT:Hubble Space Telescope,DATE:mid-2008,,,,False,0.75
wn-0076,4,discovery,observations,,science,,The system maintains precise pointing of the telescope during science observations.,wn-0076:4:106,observation,106,,,,,,,False,0.55
wn-0076,11,discovery,observation,,,,Hubble also needs to know its location as it completes one observation and slews across the sky to acquire its next target.,wn-0076:11:239,observation,239,,,,,,,False,0.5
wn-0076,14,discovery,observations,,,several more years,"The servicing mission would include installing new gyros, batteries, and science instruments to provide several more years of observations.",wn-0076:14:318,observation,318,,,DATE:several more years,,,,False,0.55
wn-0077,5,launch,launched,,Astronauts,,"Astronauts will be launched in a capsule, similar in concept to that used for the Project Apollo but three times larger.",wn-0077:5:84,launch,84,,,,,,,False,0.6
wn-0077,10,landing,landing,,,,"The LSAM will have design concepts related to the Apollo Lunar Module, with a four-legged landing unit carrying an ascent stage.",wn-0077:10:195,landing,195,,,,,,,False,0.5
wn-0077,16,launch,launch,,,,"The launch rockets, Shuttle Derived Launch Vehicles, will use engines developed for the Shuttle program.",wn-0077:16:253,launch,253,,,,,,,False,0.5
wn-0077,17,launch,launched,,CEV,,"** CEV will be launched atop a Crew Launch Vehicle (CLV), a single solid fuel booster with a second stage using a shuttle main engine.",wn-0077:17:275,launch,275,,,,,,,False,0.6
wn-0077,17,launch,Launch,,Crew,,"** CEV will be launched atop a Crew Launch Vehicle (CLV), a single solid fuel booster with a second stage using a shuttle main engine.",wn-0077:17:279,launch,279,,,,,,,False,0.55
wn-0077,22,launch,Launch,,,,The use of a Launch Escape System (LES) will improve safety.,wn-0077:22:363,launch,363,,,,,,,False,0.5
wn-0077,23,failure,exploding,,an exploding or otherwise dangerous rocket,,A LES is a top-mounted rocket that can quickly remove the crew capsule away from an exploding or otherwise dangerous rocket.,wn-0077:23:391,explode,391,,,,,,,False,0.6
wn-0077,24,docking,dock,CEV,the assembly,,"For a lunar mission, the LSAM and EDS would be placed in orbit by a cargo launcher, then a CEV would dock with the assembly before leaving Earth orbit.",wn-0077:24:421,dock,421,ORG:CEV,,,,,,False,0.7
wn-0077,33,landing,set down,,Crew capsule,,"* Crew capsule, upon return to Earth, will set down on dry land.",wn-0077:33:516,set,516,,,,,,,False,0.6
wn-0077,34,landing,land,,It,,It can also land on water.,wn-0077:34:525,land,525,,,,,,,False,0.6
wn-0078,0,launch,launched,the People's Republic of China,its second manned space flight,,"BBC News is reporting that the People's Republic of China has successfully launched its second manned space flight, Shenzhou VI.",wn-0078:0:13,launch,13,GPE:People's Republic of China,,,,,,False,0.7
wn-0078,1,launch,launch,the third nation,a manned space mission,,"The mission is more ambitious than the previous Shenzhou V, which made China only the third nation to launch a manned space mission.",wn-0078:1:43,launch,43,,,,,,,False,0.6
wn-0079,0,landing,touched down,,China's Shenzhou VI,2032,China's Shenzhou VI touched down safely in Inner Mongolia at 4.32 am (2032 GMT) after being in space for five days.,wn-0079:0:4,touch,4,,,DATE:2032,,Inner Mongolia,LOC:Inner Mongolia,False,0.65
wn-0080,0,launch,launched,,European Space Agency's probe,"Wednesday, November 9","European Space Agency's probe to Venus was successfully launched on Wednesday, November 9, at 0333 GMT from the Baikonur Cosmodrome in Kazakhstan.",wn-0080:0:9,launch,9,,,"DATE:Wednesday, November 9",on,,,False,0.65
wn-0080,1,launch,launch,,,90 minutes,"The probe, entitled Venus Express, separated from its Soyuz Fregat carrier 90 minutes after the launch, after which it emitted a signal marking the start of its journey to Earth's closest planetary neighbour.",wn-0080:1:43,launch,43,,,TIME:90 minutes,,,,False,0.55
