node_id,node_type,label,category,doc_count,mention_count,time_value,doc_id,negated
SPACECRAFT:Hubble Space Telescope,entity,Hubble Space Telescope,SPACECRAFT,7,9,,,False
ORG:Wide Field Camera 3,entity,Wide Field Camera 3,ORG,1,1,,,False
SPACECRAFT:Delta IV Heavy,entity,Delta IV Heavy,SPACECRAFT,2,2,,,False
ORG:Boeing,entity,Boeing,ORG,2,4,,,False
SPACECRAFT:Delta IV,entity,Delta IV,SPACECRAFT,3,5,,,False
ORG:U.S. Air Force Research Laboratory,entity,U.S. Air Force Research Laboratory,ORG,2,2,,,False
SPACECRAFT:Cassini,entity,Cassini,SPACECRAFT,15,31,,,False
CELESTIAL:Saturn,entity,Saturn,CELESTIAL,7,9,,,False
SPACECRAFT:Cassini-Huygens,entity,Cassini-Huygens,SPACECRAFT,4,7,,,False
ORG:NASA,entity,NASA,ORG,64,75,,,False
SPACECRAFT:Huygens,entity,Huygens,SPACECRAFT,2,2,,,False
CELESTIAL:Titan,entity,Titan,CELESTIAL,5,7,,,False
SPACECRAFT:Shenzhou,entity,Shenzhou,SPACECRAFT,4,6,,,False
CELESTIAL:Earth,entity,Earth,CELESTIAL,12,13,,,False
SPACECRAFT:Rover Opportunity,entity,Rover Opportunity,SPACECRAFT,1,2,,,False
ORG:Goddard Space Flight Center,entity,Goddard Space Flight Center,ORG,1,1,,,False
SPACECRAFT:Swift,entity,Swift,SPACECRAFT,4,11,,,False
SPACECRAFT:Ariane 5,entity,Ariane 5,SPACECRAFT,5,7,,,False
ORG:ESA,entity,ESA,ORG,13,13,,,False
SPACECRAFT:Mars Express,entity,Mars Express,SPACECRAFT,5,5,,,False
SPACECRAFT:Spitzer Space Telescope,entity,Spitzer Space Telescope,SPACECRAFT,5,7,,,False
ORG:JPL,entity,JPL,ORG,3,3,,,False
SPACECRAFT:Mars Reconnaissance Orbiter,entity,Mars Reconnaissance Orbiter,SPACECRAFT,5,7,,,False
SPACECRAFT:PSLV,entity,PSLV,SPACECRAFT,5,7,,,False
ORG:ISRO,entity,ISRO,ORG,3,4,,,False
SPACECRAFT:Deep Impact,entity,Deep Impact,SPACECRAFT,2,5,,,False
CELESTIAL:Tempel 1,entity,Tempel 1,CELESTIAL,1,2,,,False
SPACECRAFT:Orbiter Discovery,entity,Orbiter Discovery,SPACECRAFT,1,3,,,False
GPE:People's Republic of China,entity,People's Republic of China,GPE,2,3,,,False
GPE:China,entity,China,GPE,6,6,,,False
SPACECRAFT:Venus Express,entity,Venus Express,SPACECRAFT,3,3,,,False
CELESTIAL:Venus,entity,Venus,CELESTIAL,1,1,,,False
CELESTIAL:Mars,entity,Mars,CELESTIAL,13,16,,,False
SPACECRAFT:Stardust,entity,Stardust,SPACECRAFT,3,5,,,False
FAC:Cape Canaveral,entity,Cape Canaveral,FAC,1,1,,,False
SPACECRAFT:Mars Global Surveyor,entity,Mars Global Surveyor,SPACECRAFT,4,7,,,False
PERSON:Altimeter,entity,Altimeter,PERSON,1,1,,,False
SPACECRAFT:Mars Odyssey,entity,Mars Odyssey,SPACECRAFT,2,2,,,False
SPACECRAFT:Voyager 1,entity,Voyager 1,SPACECRAFT,1,2,,,False
SPACECRAFT:shuttle Discovery,entity,shuttle Discovery,SPACECRAFT,5,5,,,False
SPACECRAFT:Space Shuttle Discovery,entity,Space Shuttle Discovery,SPACECRAFT,15,17,,,False
FAC:Kennedy Space Center,entity,Kennedy Space Center,FAC,4,4,,,False
SPACECRAFT:ISS,entity,ISS,SPACECRAFT,32,40,,,False
GPE:Woomera,entity,Woomera,GPE,1,1,,,False
LOC:South Australia,entity,South Australia,LOC,1,1,,,False
SPACECRAFT:Space Shuttle Atlantis,entity,Space Shuttle Atlantis,SPACECRAFT,21,27,,,False
SPACECRAFT:James Webb Space Telescope,entity,James Webb Space Telescope,SPACECRAFT,1,2,,,False
PERSON:Andrew Ingersoll,entity,Andrew Ingersoll,PERSON,1,1,,,False
PERSON:Ellen Stofan,entity,Ellen Stofan,PERSON,1,1,,,False
SPACECRAFT:Chandra X-ray Observatory,entity,Chandra X-ray Observatory,SPACECRAFT,1,1,,,False
SPACECRAFT:Phoenix,entity,Phoenix,SPACECRAFT,10,18,,,False
PERSON:Canadarm,entity,Canadarm,PERSON,1,2,,,False
SPACECRAFT:Space Shuttle,entity,Space Shuttle,SPACECRAFT,13,15,,,False
GPE:India,entity,India,GPE,2,3,,,False
SPACECRAFT:Spirit Rover,entity,Spirit Rover,SPACECRAFT,2,3,,,False
SPACECRAFT:Spitzer,entity,Spitzer,SPACECRAFT,2,2,,,False
SPACECRAFT:Proton,entity,Proton,SPACECRAFT,5,16,,,False
ORG:Breeze M,entity,Breeze M,ORG,1,1,,,False
FAC:Baikonur Cosmodrome,entity,Baikonur Cosmodrome,FAC,7,7,,,False
FAC:Baikonur,entity,Baikonur,FAC,1,1,,,False
GPE:Kazakhstan,entity,Kazakhstan,GPE,3,3,,,False
PERSON:Whitson,entity,Whitson,PERSON,1,1,,,False
ORG:STS-122,entity,STS-122,ORG,3,3,,,False
SPACECRAFT:MESSENGER,entity,MESSENGER,SPACECRAFT,3,4,,,False
FAC:Satish Dhawan Space Centre,entity,Satish Dhawan Space Centre,FAC,2,2,,,False
ORG:Roscosmos,entity,Roscosmos,ORG,1,2,,,False
PERSON:Rex Walheim,entity,Rex Walheim,PERSON,1,1,,,False
PERSON:Stan Love,entity,Stan Love,PERSON,1,1,,,False
PERSON:Reisman,entity,Reisman,PERSON,1,1,,,False
SPACECRAFT:Atlas V,entity,Atlas V,SPACECRAFT,2,4,,,False
FAC:Vandenberg,entity,Vandenberg,FAC,1,1,,,False
ORG:SES Americom,entity,SES Americom,ORG,1,1,,,False
SPACECRAFT:Soyuz,entity,Soyuz,SPACECRAFT,9,13,,,False
ORG:Pirs,entity,Pirs,ORG,1,1,,,False
SPACECRAFT:Titan IV,entity,Titan IV,SPACECRAFT,1,3,,,False
ORG:National Reconnaissance Office,entity,National Reconnaissance Office,ORG,1,1,,,False
GPE:America,entity,America,GPE,3,3,,,False
ORG:Russo-European,entity,Russo-European,ORG,1,1,,,False
SPACECRAFT:Progress,entity,Progress,SPACECRAFT,3,5,,,False
PERSON:Sergei Volkov,entity,Sergei Volkov,PERSON,1,1,,,False
PERSON:Oleg Kononenko,entity,Oleg Kononenko,PERSON,2,2,,,False
PERSON:Garrett Reisman,entity,Garrett Reisman,PERSON,1,1,,,False
SPACECRAFT:Space Shuttle Endeavour,entity,Space Shuttle Endeavour,SPACECRAFT,9,12,,,False
ORG:Japanese Experiment Module,entity,Japanese Experiment Module,ORG,2,3,,,False
GPE:STS-124,entity,STS-124,GPE,3,3,,,False
SPACECRAFT:Long March,entity,Long March,SPACECRAFT,2,2,,,False
ORG:ChinaThe Chinese National Space Administration,entity,ChinaThe Chinese National Space Administration,ORG,1,2,,,False
SPACECRAFT:Delta II,entity,Delta II,SPACECRAFT,4,8,,,False
FAC:134th,entity,134th,FAC,1,1,,,False
ORG:Block,entity,Block,ORG,1,1,,,False
SPACECRAFT:Ulysses,entity,Ulysses,SPACECRAFT,1,1,,,False
ORG:Inertial Upper Stage,entity,Inertial Upper Stage,ORG,1,1,,,False
ORG:ChinaSat,entity,ChinaSat,ORG,1,1,,,False
ORG:ECA,entity,ECA,ORG,1,1,,,False
SPACECRAFT:Project Mercury,entity,Project Mercury,SPACECRAFT,1,3,,,False
PERSON:Gordon Cooper,entity,Gordon Cooper,PERSON,1,1,,,False
PERSON:James Doohan,entity,James Doohan,PERSON,1,1,,,False
PERSON:Montgomery Scott,entity,Montgomery Scott,PERSON,1,1,,,False
SPACECRAFT:Falcon 1,entity,Falcon 1,SPACECRAFT,2,4,,,False
ORG:UTC,entity,UTC,ORG,1,1,,,False
ORG:Ronald Reagan Ballistic Missile Defense Test Site,entity,Ronald Reagan Ballistic Missile Defense Test Site,ORG,1,1,,,False
SPACECRAFT:Chandrayaan-1,entity,Chandrayaan-1,SPACECRAFT,2,2,,,False
SPACECRAFT:Herschel,entity,Herschel,SPACECRAFT,1,2,,,False
SPACECRAFT:Planck,entity,Planck,SPACECRAFT,1,2,,,False
ORG:Poisk,entity,Poisk,ORG,1,1,,,False
ORG:ExPRESS Logistics Carriers,entity,ExPRESS Logistics Carriers,ORG,1,1,,,False
PERSON:Fyodor Yurchikhin,entity,Fyodor Yurchikhin,PERSON,1,2,,,False
PERSON:Shannon Walker,entity,Shannon Walker,PERSON,1,1,,,False
PERSON:Douglas Wheelock,entity,Douglas Wheelock,PERSON,1,1,,,False
PERSON:Tim Kopra,entity,Tim Kopra,PERSON,2,3,,,False
ORG:ExPRESS Logistics,entity,ExPRESS Logistics,ORG,1,1,,,False
CELESTIAL:Mercury,entity,Mercury,CELESTIAL,3,3,,,False
GPE:STS-134,entity,STS-134,GPE,1,1,,,False
ORG:Alpha Magnetic Spectrometer,entity,Alpha Magnetic Spectrometer,ORG,1,1,,,False
ORG:Robotic Refueling Mission,entity,Robotic Refueling Mission,ORG,1,1,,,False
ORG:RRM,entity,RRM,ORG,1,1,,,False
PERSON:Andre Kuipers,entity,Andre Kuipers,PERSON,1,1,,,False
SPACECRAFT:Dragon,entity,Dragon,SPACECRAFT,2,2,,,False
ORG:SpaceX,entity,SpaceX,ORG,2,4,,,False
PERSON:Kevin Ford,entity,Kevin Ford,PERSON,1,1,,,False
SPACECRAFT:Orion,entity,Orion,SPACECRAFT,1,2,,,False
FAC:Cape Canaveral Air Force Station,entity,Cape Canaveral Air Force Station,FAC,1,1,,,False
ORG:Space Launch System,entity,Space Launch System,ORG,1,1,,,False
SPACECRAFT:spacecraft Juno,entity,spacecraft Juno,SPACECRAFT,1,1,,,False
CELESTIAL:Jupiter,entity,Jupiter,CELESTIAL,3,3,,,False
SPACECRAFT:Rosetta,entity,Rosetta,SPACECRAFT,2,4,,,False
SPACECRAFT:Apollo 17,entity,Apollo 17,SPACECRAFT,1,1,,,False
CELESTIAL:Moon,entity,Moon,CELESTIAL,4,4,,,False
SPACECRAFT:Falcon Heavy,entity,Falcon Heavy,SPACECRAFT,1,2,,,False
GPE:Florida,entity,Florida,GPE,1,1,,,False
SPACECRAFT:Saturn V,entity,Saturn V,SPACECRAFT,1,1,,,False
SPACECRAFT:Project Apollo,entity,Project Apollo,SPACECRAFT,1,2,,,False
SPACECRAFT:SpaceShipOne,entity,SpaceShipOne,SPACECRAFT,1,1,,,False
ORG:Scaled Composites,entity,Scaled Composites,ORG,1,1,,,False
ORG:United Space Alliance,entity,United Space Alliance,ORG,1,1,,,False
SPACECRAFT:InSight,entity,InSight,SPACECRAFT,1,3,,,False
ORG:ULA,entity,ULA,ORG,1,2,,,False
wn-0000:7:315,event,discovery: discovered,discovery,1,1,2005-01-06,wn-0000,False
LOC:Telescope,entity,Telescope,LOC,1,1,,,False
wn-0000:8:333,event,discovery: discovery,discovery,1,1,2005-01-06,wn-0000,False
wn-0000:12:427,event,discovery: discovery,discovery,1,1,2005-01-06,wn-0000,False
wn-0001:0:1,event,launch: launch,launch,1,1,2004-12-21,wn-0001,False
wn-0001:0:21,event,failure: failed,failure,1,1,2004-12-21,wn-0001,False
wn-0001:0:36,event,launch: launch,launch,1,1,2004-12-21,wn-0001,False
wn-0001:1:60,event,launch: launch,launch,1,1,2005-01-07,wn-0001,False
wn-0001:1:95,event,failure: lost,failure,1,1,2005-01-07,wn-0001,False
wn-0001:2:114,event,failure: malfunction,failure,1,1,2005-01-07,wn-0001,False
wn-0001:3:137,event,failure: lost,failure,1,1,2005-01-07,wn-0001,False
wn-0001:4:177,event,launch: launch,launch,1,1,2005-01-07,wn-0001,False
wn-0001:5:197,event,launch: launch,launch,1,1,2006,wn-0001,False
wn-0001:7:241,event,launch: launch,launch,1,1,2005-01-07,wn-0001,False
wn-0001:7:252,event,launch: Launch,launch,1,1,2005-01-07,wn-0001,False
wn-0001:8:288,event,launch: launch,launch,1,1,2005,wn-0001,False
ORG:Defense Support Program,entity,Defense Support Program,ORG,2,2,,,False
wn-0001:12:331,event,launch: lifted off,launch,1,1,2004-12-21,wn-0001,False
wn-0001:13:353,event,launch: launch,launch,1,1,2005-12,wn-0001,True
wn-0001:13:355,event,delay: delayed,delay,1,1,2005-12,wn-0001,False
wn-0001:13:366,event,failure: glitches,failure,1,1,2005-12,wn-0001,False
wn-0001:14:383,event,launch: launch,launch,1,1,2005-08,wn-0001,False
wn-0001:14:384,event,discovery: detection,discovery,1,1,2005-08,wn-0001,False
wn-0001:15:405,event,launch: launch,launch,1,1,2005-12,wn-0001,False
wn-0002:0:1,event,launch: launch,launch,1,1,2004-12-21,wn-0002,False
wn-0002:0:21,event,failure: failed,failure,1,1,2004-12-21,wn-0002,False
wn-0002:0:35,event,launch: launch,launch,1,1,2004-12-21,wn-0002,False
wn-0002:1:59,event,launch: launch,launch,1,1,2005-01-08,wn-0002,False
wn-0002:1:94,event,failure: lost,failure,1,1,2005-01-08,wn-0002,False
wn-0002:2:113,event,failure: malfunction,failure,1,1,2005-01-08,wn-0002,False
wn-0002:3:136,event,failure: lost,failure,1,1,2005-01-08,wn-0002,False
wn-0002:4:177,event,launch: launch,launch,1,1,2005-01-08,wn-0002,False
wn-0002:5:197,event,launch: launch,launch,1,1,2006,wn-0002,False
wn-0002:7:241,event,launch: launch,launch,1,1,2005-01-08,wn-0002,False
wn-0002:7:252,event,launch: Launch,launch,1,1,2005-01-08,wn-0002,False
wn-0002:8:288,event,launch: launch,launch,1,1,2005,wn-0002,False
wn-0002:12:331,event,launch: lifted off,launch,1,1,2004-12-21,wn-0002,False
wn-0002:13:353,event,launch: launch,launch,1,1,2005-12,wn-0002,True
wn-0002:13:355,event,delay: delayed,delay,1,1,2005-12,wn-0002,False
wn-0002:13:366,event,failure: glitches,failure,1,1,2005-12,wn-0002,False
wn-0002:14:383,event,launch: launch,launch,1,1,2005-08,wn-0002,False
wn-0002:14:384,event,discovery: detection,discovery,1,1,2005-08,wn-0002,False
wn-0002:15:405,event,launch: launch,launch,1,1,2005-12,wn-0002,False
wn-0003:2:65,event,discovery: found,discovery,1,1,2005-01-09,wn-0003,False
wn-0003:5:102,event,flyby: fly,flyby,1,1,2007-09,wn-0003,False
CELESTIAL:Iapetus,entity,Iapetus,CELESTIAL,3,3,,,False
wn-0003:8:162,event,discovery: discovered,discovery,1,1,,wn-0003,False
wn-0004:0:8,event,failure: crash,failure,1,1,2005-01-12,wn-0004,False
wn-0004:0:16,event,launch: launch,launch,1,1,2005-01-12,wn-0004,False
wn-0004:3:93,event,failure: crash,failure,1,1,PT4H,wn-0004,False
wn-0004:5:157,event,failure: destroyed,failure,1,1,2005-01-09,wn-0004,True
wn-0004:5:169,event,failure: crash,failure,1,1,2005-01-09,wn-0004,False
wn-0004:6:205,event,failure: crash,failure,1,1,2005-01-09,wn-0004,False
wn-0004:9:269,event,failure: destroy,failure,1,1,2005-01-09,wn-0004,False
wn-0004:11:315,event,launch: launched,launch,1,1,2005-01-09,wn-0004,False
wn-0005:0:2,event,landing: descent,landing,1,1,2005-01-13,wn-0005,False
wn-0005:4:61,event,landing: descent,landing,1,1,PT5H,wn-0005,False
wn-0005:5:83,event,landing: touch down,landing,1,1,2005-01-13T11:30,wn-0005,False
wn-0005:7:111,event,landing: descent,landing,1,1,PT30M,wn-0005,False
wn-0005:7:113,event,landing: landing,landing,1,1,PT30M,wn-0005,False
wn-0005:8:117,event,launch: launched,launch,1,1,1997-10-15,wn-0005,False
wn-0005:15:262,event,discovery: discovered,discovery,1,1,,wn-0005,False
wn-0005:16:280,event,discovery: discovered,discovery,1,1,2005-01-13,wn-0005,False
wn-0006:0:18,event,landing: landed,landing,1,1,2005-01-14T11:38,wn-0006,False
wn-0006:2:60,event,failure: failures,failure,1,1,1988-01-14,wn-0006,False
wn-0006:7:172,event,landing: descent,landing,1,1,2005-01-14,wn-0006,False
wn-0006:9:232,event,landing: descent,landing,1,1,2005-01-14,wn-0006,False
wn-0007:2:79,event,launch: launch,launch,1,1,2005-01-20,wn-0007,False
wn-0007:3:122,event,landing: landed,landing,1,1,2003-10,wn-0007,False
wn-0007:5:177,event,landing: land,landing,1,1,,wn-0007,False
wn-0008:0:7,event,discovery: found,discovery,1,1,2005-01-20,wn-0008,False
wn-0008:0:24,event,landing: landing,landing,1,1,2005-01-20,wn-0008,False
wn-0008:1:39,event,discovery: identified,discovery,1,1,2005-01-20,wn-0008,False
wn-0008:5:130,event,discovery: found,discovery,1,1,2005-01-20,wn-0008,False
wn-0009:0:11,event,discovery: detected,discovery,1,1,2005-01-17,wn-0009,False
wn-0009:0:26,event,failure: explosions,failure,1,1,2005-01-17,wn-0009,False
wn-0009:1:41,event,failure: exploding,failure,1,1,PT200S,wn-0009,False
wn-0009:2:88,event,discovery: detected,discovery,1,1,2005-01-21,wn-0009,False
wn-0009:8:225,event,discovery: detect,discovery,1,1,PT1M,wn-0009,False
wn-0009:11:266,event,discovery: detects,discovery,1,1,2005-01-21,wn-0009,False
ORG:BAT,entity,BAT,ORG,2,4,,,False
wn-0009:12:298,event,discovery: detecting,discovery,1,1,2004-12,wn-0009,False
wn-0009:12:305,event,discovery: detection,discovery,1,1,2004-12-19,wn-0009,False
wn-0009:13:317,event,discovery: detection,discovery,1,1,2005-01-21,wn-0009,False
wn-0009:13:322,event,discovery: detection,discovery,1,1,2005-01-21,wn-0009,False
ORG:XRT,entity,XRT,ORG,1,1,,,False
wn-0009:14:350,event,discovery: detected,discovery,1,1,2005-01-21,wn-0009,False
wn-0009:16:383,event,failure: explosion,failure,1,1,2005-01-21,wn-0009,False
wn-0009:21:459,event,failure: explosions,failure,1,1,2005-01-21,wn-0009,False
wn-0009:26:529,event,failure: explosion,failure,1,1,2005-01-21,wn-0009,False
wn-0009:29:571,event,launch: launched,launch,1,1,2004-11-20,wn-0009,False
wn-0010:4:87,event,landing: landing,landing,1,1,2005-01-25,wn-0010,False
wn-0010:5:107,event,discovery: observation,discovery,1,1,2005-01-25,wn-0010,False
wn-0013:10:326,event,failure: failure,failure,1,1,2005-01-26,wn-0013,False
wn-0013:12:380,event,failure: fail,failure,1,1,2005-01-26,wn-0013,False
wn-0013:17:465,event,launch: launch,launch,1,1,1990,wn-0013,False
wn-0013:17:491,event,discovery: discoveries,discovery,1,1,1990,wn-0013,False
wn-0014:0:10,event,launch: launch,launch,1,1,2004-11,wn-0014,False
wn-0014:4:126,event,discovery: observation,discovery,1,1,2005-02-02,wn-0014,False
wn-0014:6:148,event,discovery: observed,discovery,1,1,2005-02-02,wn-0014,False
wn-0014:7:168,event,discovery: detect,discovery,1,1,2005-02-02,wn-0014,False
wn-0014:8:187,event,discovery: detected,discovery,1,1,2005-01-17,wn-0014,False
wn-0014:9:230,event,discovery: detects,discovery,1,1,2005-02-02,wn-0014,False
wn-0014:9:260,event,discovery: observations,discovery,1,1,2005-02-02,wn-0014,False
wn-0015:0:11,event,discovery: found,discovery,1,1,2005-02-04,wn-0015,False
wn-0015:3:106,event,discovery: found,discovery,1,1,2005-02-04,wn-0015,False
wn-0015:8:245,event,discovery: detected,discovery,1,1,2005-02-04,wn-0015,False
wn-0015:8:276,event,discovery: detection,discovery,1,1,2005-02-04,wn-0015,False
wn-0015:9:299,event,discovery: detected,discovery,1,1,2005-02-04,wn-0015,False
wn-0015:9:302,event,discovery: observations,discovery,1,1,2005-02-04,wn-0015,False
GPE:Chandra,entity,Chandra,GPE,1,1,,,False
wn-0015:13:413,event,discovery: finding,discovery,1,1,2005-02-04,wn-0015,False
GPE:Nicastro,entity,Nicastro,GPE,1,1,,,False
wn-0015:14:429,event,discovery: observed,discovery,1,1,2000-05,wn-0015,False
PERSON:Mkn 421,entity,Mkn 421,PERSON,1,1,,,False
wn-0016:0:15,event,failure: lose out,failure,1,1,2006,wn-0016,False
wn-0016:3:88,event,failure: cancelled,failure,1,1,2005-02-08,wn-0016,False
wn-0016:3:95,event,failure: disaster,failure,1,1,2005-02-08,wn-0016,False
ORG:Columbia,entity,Columbia,ORG,13,13,,,False
wn-0016:4:115,event,failure: fail,failure,1,1,2007,wn-0016,False
wn-0017:0:12,event,discovery: discovery,discovery,1,1,2005-02-08,wn-0017,False
wn-0017:0:17,event,discovery: detected,discovery,1,1,2005-02-08,wn-0017,False
wn-0017:1:35,event,discovery: found,discovery,1,1,1992,wn-0017,False
PERSON:Wolszczan,entity,Wolszczan,PERSON,1,1,,,False
wn-0017:4:119,event,discovery: discovered,discovery,1,1,2005-02-08,wn-0017,False
wn-0017:6:183,event,discovery: discovered,discovery,1,1,2005-02-08,wn-0017,False
wn-0017:7:199,event,discovery: observations,discovery,1,1,2005-02-08,wn-0017,False
wn-0017:8:272,event,discovery: discovery,discovery,1,1,1992,wn-0017,False
wn-0017:9:300,event,discovery: discovery,discovery,1,1,2005-02-08,wn-0017,False
wn-0018:0:2,event,flyby: encounter,flyby,1,1,2005-02-09,wn-0018,False
wn-0018:1:31,event,discovery: detected,discovery,1,1,2005-02-09,wn-0018,False
wn-0019:3:49,event,launch: Launched,launch,1,1,2005-02-13,wn-0019,False
wn-0019:4:112,event,launch: launch,launch,1,1,2005-02-13,wn-0019,False
wn-0019:5:125,event,launch: launch,launch,1,1,2002-12,wn-0019,False
wn-0019:5:136,event,launch: launch,launch,1,1,2002-12,wn-0019,False
wn-0019:5:137,event,failure: failure,failure,1,1,2002-12,wn-0019,False
wn-0021:0:4,event,discovery: discovered,discovery,1,1,2005-02-23,wn-0021,False
wn-0021:1:18,event,discovery: found,discovery,1,1,,wn-0021,False
wn-0021:4:91,event,discovery: discovery,discovery,1,1,P5Y,wn-0021,False
wn-0021:5:117,event,discovery: detected,discovery,1,1,2005-02-23,wn-0021,False
wn-0021:6:150,event,discovery: found,discovery,1,1,2005-02-23,wn-0021,False
wn-0021:10:261,event,discovery: discovery,discovery,1,1,2005-02-23,wn-0021,False
wn-0022:0:7,event,launch: launch,launch,1,1,2005-03-11T16:42,wn-0022,False
wn-0022:0:11,event,launch: launched,launch,1,1,2005-03-11T16:42,wn-0022,False
wn-0022:2:46,event,launch: launch,launch,1,1,2005-03-11,wn-0022,False
wn-0022:3:56,event,delay: scrub,delay,1,1,2005-03-10,wn-0022,False
wn-0022:4:82,event,launch: launch,launch,1,1,2005-03-11,wn-0022,False
wn-0022:4:92,event,launch: launch,launch,1,1,2005-03-11,wn-0022,False
wn-0022:19:448,event,launch: launch,launch,1,1,2005-03-10,wn-0022,False
wn-0022:19:457,event,launch: launch,launch,1,1,2005-03-10,wn-0022,False
wn-0022:21:497,event,launch: launch,launch,1,1,2005-03-11,wn-0022,False
wn-0022:22:505,event,delay: delay,delay,1,1,2005-03-11,wn-0022,False
wn-0022:22:507,event,launch: launching,launch,1,1,2005-03-11,wn-0022,False
wn-0022:22:512,event,delay: delays,delay,1,1,2005-03-11,wn-0022,False
wn-0022:22:521,event,launch: launched,launch,1,1,2005-03-11,wn-0022,False
wn-0022:22:528,event,delay: delay,delay,1,1,2005-03-11,wn-0022,False
wn-0022:23:552,event,delay: delays,delay,1,1,2005-03-11,wn-0022,False
wn-0022:24:559,event,launch: launch,launch,1,1,PT1H,wn-0022,False
wn-0022:25:605,event,launch: launch,launch,1,1,2005-03-11,wn-0022,False
wn-0022:26:636,event,launch: launch,launch,1,1,2005-03-11,wn-0022,False
wn-0022:27:654,event,failure: destroyed,failure,1,1,2005-03-11,wn-0022,True
wn-0022:27:658,event,launch: launch,launch,1,1,2005-03-11,wn-0022,False
wn-0024:9:256,event,discovery: discovered,discovery,1,1,2005-03-17,wn-0024,False
wn-0024:10:292,event,discovery: discovery,discovery,1,1,2005-03-17,wn-0024,False
wn-0024:12:343,event,discovery: found,discovery,1,1,2005-03-17,wn-0024,False
wn-0024:16:462,event,discovery: findings,discovery,1,1,1991,wn-0024,False
wn-0024:18:495,event,discovery: detect,discovery,1,1,2005-05,wn-0024,False
wn-0024:19:510,event,discovery: found,discovery,1,1,2005-03-17,wn-0024,False
wn-0024:19:517,event,discovery: finding,discovery,1,1,2005-03-17,wn-0024,False
wn-0024:20:540,event,discovery: discovered,discovery,1,1,2005-03-17,wn-0024,False
wn-0024:21:551,event,discovery: discovery,discovery,1,1,2005-02,wn-0024,False
wn-0024:23:590,event,discovery: discoveries,discovery,1,1,2005-03-17,wn-0024,False
wn-0025:0:9,event,discovery: discovered,discovery,1,1,2005-03-19,wn-0025,False
wn-0025:1:22,event,discovery: discovery,discovery,1,1,2005-03-19,wn-0025,False
wn-0025:3:86,event,discovery: detected,discovery,1,1,2005-02-17,wn-0025,False
wn-0025:3:93,event,flyby: flybys,flyby,1,1,2005-02-17,wn-0025,False
CELESTIAL:Enceladus,entity,Enceladus,CELESTIAL,3,4,,,False
wn-0025:5:124,event,discovery: detected,discovery,1,1,2005-03-19,wn-0025,False
wn-0025:6:150,event,discovery: observations,discovery,1,1,2005-03-19,wn-0025,False
wn-0025:6:154,event,flyby: flybys,flyby,1,1,2005-03-19,wn-0025,False
wn-0025:10:276,event,landing: landed,landing,1,1,2005-01-14,wn-0025,False
wn-0026:6:147,event,launch: launch,launch,1,1,2008,wn-0026,False
wn-0026:8:200,event,launch: launch,launch,1,1,1975,wn-0026,False
wn-0028:0:6,event,discovery: discovery,discovery,1,1,2005-03-23,wn-0028,False
wn-0028:11:261,event,discovery: observations,discovery,1,1,2005-03-23,wn-0028,False
wn-0028:14:340,event,discovery: discovered,discovery,1,1,P10Y,wn-0028,False
wn-0028:16:350,event,discovery: findings,discovery,1,1,2005-03-23,wn-0028,False
wn-0028:17:380,event,launch: launched,launch,1,1,2003-08-25,wn-0028,False
wn-0029:0:15,event,docking: rendezvous,docking,1,1,2005-07-04,wn-0029,False
wn-0029:2:54,event,launch: launch,launch,1,1,2005-03-26,wn-0029,False
wn-0029:4:115,event,launch: launch,launch,1,1,2005-03-26,wn-0029,False
wn-0029:8:206,event,flyby: encounter,flyby,1,1,2005-03-26,wn-0029,False
wn-0029:10:217,event,discovery: observe,discovery,1,1,2005-03-26,wn-0029,False
wn-0029:16:377,event,flyby: flyby,flyby,1,1,2005-03-26,wn-0029,False
wn-0029:17:391,event,flyby: flyby,flyby,1,1,PT24H,wn-0029,False
wn-0029:18:419,event,flyby: flyby,flyby,1,1,P1D,wn-0029,False
wn-0029:22:523,event,discovery: observe,discovery,1,1,2005-03-26,wn-0029,False
PERSON:Chandra,entity,Chandra,PERSON,1,1,,,False
wn-0029:23:549,event,launch: launched,launch,1,1,2005-01-12,wn-0029,False
wn-0030:0:2,event,discovery: discovered,discovery,1,1,2005-03-26,wn-0030,False
wn-0030:1:22,event,discovery: discovery,discovery,1,1,2005-03-26,wn-0030,False
wn-0030:6:124,event,discovery: observations,discovery,1,1,2005-03-26,wn-0030,False
wn-0030:9:189,event,discovery: Discovered,discovery,1,1,2005-03-26,wn-0030,False
wn-0030:11:296,event,discovery: identified,discovery,1,1,2005-03-26,wn-0030,False
wn-0030:12:301,event,discovery: observations,discovery,1,1,2005-03-26,wn-0030,False
wn-0031:0:52,event,launch: launched,launch,1,1,PT5H,wn-0031,False
PERSON:Leroy Chiao,entity,Leroy Chiao,PERSON,2,2,,,False
wn-0031:2:86,event,docking: docking,docking,1,1,,wn-0031,False
wn-0031:2:110,event,docking: rendezvous,docking,1,1,2006,wn-0031,False
ORG:ATV,entity,ATV,ORG,2,2,,,False
wn-0031:2:112,event,docking: docking,docking,1,1,2006,wn-0031,False
wn-0031:8:230,event,failure: loss,failure,1,1,,wn-0031,False
wn-0032:1:39,event,discovery: discovery,discovery,1,1,2005-04-02,wn-0032,False
wn-0032:3:76,event,discovery: observed,discovery,1,1,2005-04-02,wn-0032,False
wn-0032:7:179,event,discovery: detection,discovery,1,1,2005-04-01,wn-0032,False
