node_id,node_type,label,category,doc_count,mention_count,time_value,doc_id,negated
wn-0124:1:44,event,discovery: found,discovery,1,1,2006-08-05,wn-0124,False
wn-0124:4:126,event,landing: landings,landing,1,1,2006-08-05,wn-0124,False
wn-0124:14:344,event,discovery: found,discovery,1,1,2006-08-05,wn-0124,False
wn-0124:15:386,event,discovery: found,discovery,1,1,2006-10,wn-0124,False
wn-0125:0:11,event,landing: landings,landing,1,1,2006-08-05,wn-0125,False
wn-0125:9:318,event,discovery: found,discovery,1,1,2006-08-14,wn-0125,False
wn-0125:14:489,event,discovery: found,discovery,1,1,2006-08-14,wn-0125,False
wn-0126:2:134,event,discovery: observation,discovery,1,1,2006-08-16,wn-0126,False
wn-0126:10:391,event,discovery: discovery,discovery,1,1,2005,wn-0126,False
wn-0126:18:604,event,discovery: discovered,discovery,1,1,1930,wn-0126,False
wn-0127:1:24,event,launch: launch,launch,1,1,2006-08-16,wn-0127,False
wn-0127:2:49,event,launch: launch,launch,1,1,,wn-0127,False
wn-0127:10:174,event,launch: launch,launch,1,1,2006-08-18,wn-0127,False
wn-0127:14:266,event,launch: launch,launch,1,1,2006-08-18,wn-0127,False
wn-0127:17:346,event,launch: launch,launch,1,1,2006-08-18,wn-0127,False
wn-0128:0:7,event,launch: launched,launch,1,1,2008,wn-0128,False
wn-0128:1:37,event,launch: launch,launch,1,1,2006-08-21,wn-0128,False
wn-0128:3:68,event,launch: launch,launch,1,1,P2W,wn-0128,False
wn-0128:6:161,event,launch: launch,launch,1,1,2006-08-21,wn-0128,False
wn-0128:8:202,event,launch: launch,launch,1,1,2006-03,wn-0128,False
wn-0128:8:214,event,failure: failed,failure,1,1,2006-03,wn-0128,False
wn-0128:10:243,event,launch: launch,launch,1,1,2008,wn-0128,False
wn-0128:11:263,event,launch: launch,launch,1,1,2006-10,wn-0128,False
wn-0128:17:381,event,launch: launch,launch,1,1,2006-08-21,wn-0128,False
wn-0128:19:428,event,launch: launches,launch,1,1,2006-08-21,wn-0128,False
wn-0128:22:461,event,launch: launch,launch,1,1,2006-08-21,wn-0128,False
wn-0129:0:1,event,discovery: observations,discovery,1,1,2006-08-21,wn-0129,False
wn-0129:2:96,event,discovery: observation,discovery,1,1,2006-08-21,wn-0129,False
wn-0129:2:116,event,discovery: detected,discovery,1,1,2006-08-21,wn-0129,False
wn-0129:2:118,event,discovery: observing,discovery,1,1,2006-08-21,wn-0129,False
wn-0129:6:197,event,discovery: detect,discovery,1,1,2006-08-21,wn-0129,False
wn-0129:8:245,event,discovery: discovery,discovery,1,1,,wn-0129,False
wn-0130:0:50,event,discovery: discovered,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:2:82,event,discovery: discovery,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:3:97,event,discovery: found,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:3:106,event,discovery: detects,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:6:177,event,discovery: finding,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:8:197,event,discovery: discover,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:15:448,event,discovery: discovered,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:16:473,event,discovery: discovered,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:18:498,event,discovery: found,discovery,1,1,P2Y,wn-0130,False
wn-0130:19:517,event,discovery: found,discovery,1,1,2006-08-22,wn-0130,False
wn-0130:20:530,event,discovery: observes,discovery,1,1,2006-08-22,wn-0130,False
wn-0131:4:67,event,failure: loses,failure,1,1,2006-08-24,wn-0131,False
wn-0131:8:165,event,discovery: discovery,discovery,1,1,2006-08-24,wn-0131,False
wn-0131:9:186,event,discovery: findings,discovery,1,1,2006-08-24,wn-0131,False
wn-0131:21:437,event,discovery: discovery,discovery,1,1,1930,wn-0131,False
ORG:American Clyde Tombaugh,entity,American Clyde Tombaugh,ORG,1,1,,,False
wn-0131:21:463,event,discovery: discovered,discovery,1,1,1930,wn-0131,False
wn-0132:2:43,event,discovery: found,discovery,1,1,2006-08-25,wn-0132,False
wn-0132:4:112,event,failure: lost,failure,1,1,2006-08-05,wn-0132,False
wn-0132:10:235,event,discovery: found,discovery,1,1,2006-08-25,wn-0132,False
wn-0133:0:10,event,discovery: observed,discovery,1,1,2006-08-31,wn-0133,False
wn-0133:1:25,event,failure: explosion,failure,1,1,2006-08-31,wn-0133,False
wn-0133:1:33,event,failure: explosion,failure,1,1,2006-08-31,wn-0133,False
wn-0133:3:69,event,discovery: detected,discovery,1,1,2006-02-18,wn-0133,False
wn-0133:3:71,event,failure: explosion,failure,1,1,2006-02-18,wn-0133,False
wn-0133:7:161,event,discovery: observations,discovery,1,1,2006-08-31,wn-0133,False
wn-0133:12:290,event,launch: launched,launch,1,1,2005-11,wn-0133,False
wn-0134:0:4,event,launch: launch,launch,1,1,2006-09-06,wn-0134,False
SPACECRAFT:shuttle Atlantis,entity,shuttle Atlantis,SPACECRAFT,2,2,,,False
wn-0134:1:20,event,launch: launch,launch,1,1,2006-09-03,wn-0134,False
wn-0134:2:35,event,launch: launch,launch,1,1,2006-08-31,wn-0134,False
wn-0134:8:124,event,delay: delay,delay,1,1,2006-09-06,wn-0134,False
wn-0134:8:130,event,launch: launch,launch,1,1,2006-09-06,wn-0134,True
wn-0134:8:138,event,launch: launch,launch,1,1,P2D,wn-0134,False
wn-0134:9:151,event,launch: launch,launch,1,1,2006-08-31,wn-0134,False
wn-0134:9:157,event,delay: delay,delay,1,1,2006-08-31,wn-0134,False
wn-0134:9:160,event,launch: launch,launch,1,1,2006-08-31,wn-0134,True
wn-0135:9:181,event,failure: crash,failure,1,1,2006-09-05,wn-0135,False
wn-0135:9:182,event,landing: landing,landing,1,1,2006-09-05,wn-0135,False
wn-0137:1:4,event,delay: delayed,delay,1,1,2006-09-07,wn-0137,False
wn-0137:1:6,event,launch: launch,launch,1,1,2006-09-07,wn-0137,True
wn-0137:1:17,event,failure: anomaly,failure,1,1,2006-09-07,wn-0137,False
wn-0137:8:140,event,discovery: discovered,discovery,1,1,2006-09-07,wn-0137,False
wn-0137:10:189,event,launch: lift off,launch,1,1,2006-09-07,wn-0137,False
wn-0137:11:220,event,launch: launch,launch,1,1,PT24H,wn-0137,False
PRODUCT:Atlantis,entity,Atlantis,PRODUCT,12,22,,,False
wn-0137:12:226,event,launch: launching,launch,1,1,2006-09-08,wn-0137,False
wn-0137:13:242,event,launch: launch,launch,1,1,2006-09-08,wn-0137,True
wn-0137:13:251,event,launch: launch,launch,1,1,2006-10,wn-0137,False
wn-0138:0:1,event,launch: launch,launch,1,1,PT24H,wn-0138,True
wn-0138:0:13,event,delay: delayed,delay,1,1,PT24H,wn-0138,False
GPE:STS-115,entity,STS-115,GPE,1,1,,,False
wn-0138:2:59,event,delay: delay,delay,1,1,2006-09-07,wn-0138,False
wn-0138:3:81,event,delay: delayed,delay,1,1,2006-08-27,wn-0138,False
wn-0138:4:100,event,launch: launch,launch,1,1,2006-09-08,wn-0138,False
wn-0138:5:139,event,failure: anomaly,failure,1,1,PT24H,wn-0138,False
wn-0138:6:179,event,launch: launch,launch,1,1,2006-09-08,wn-0138,False
wn-0138:7:197,event,launch: launch,launch,1,1,,wn-0138,False
wn-0138:8:211,event,launch: launch,launch,1,1,2006-09-07T11:41,wn-0138,False
wn-0139:0:4,event,launch: launched,launch,1,1,,wn-0139,False
wn-0139:1:13,event,launch: Liftoff,launch,1,1,2006-09-09,wn-0139,False
wn-0139:3:77,event,failure: loss,failure,1,1,2003-02,wn-0139,False
wn-0139:4:112,event,failure: disaster,failure,1,1,1998,wn-0139,False
wn-0140:1:33,event,failure: lost,failure,1,1,2004,wn-0140,False
wn-0140:2:68,event,failure: lost,failure,1,1,2006-09-14,wn-0140,False
wn-0140:3:74,event,failure: lost,failure,1,1,2006-09-14,wn-0140,False
LOC:Arctic,entity,Arctic,LOC,1,1,,,False
wn-0140:4:127,event,failure: lost,failure,1,1,2006-04,wn-0140,False
wn-0140:10:347,event,failure: loss,failure,1,1,2005,wn-0140,False
wn-0140:11:362,event,discovery: find,discovery,1,1,2006-09-14,wn-0140,False
wn-0141:6:118,event,docking: rendezvous,docking,1,1,2006-09-15,wn-0141,False
wn-0142:6:209,event,discovery: find,discovery,1,1,2006-09-15,wn-0142,False
wn-0143:0:6,event,discovery: discovered,discovery,1,1,2006-09-18,wn-0143,False
wn-0143:2:51,event,discovery: observations,discovery,1,1,2006-09-18,wn-0143,False
wn-0143:2:60,event,discovery: found,discovery,1,1,2006-09-18,wn-0143,False
wn-0143:10:252,event,discovery: detected,discovery,1,1,2004-12,wn-0143,False
GPE:VIMS,entity,VIMS,GPE,1,1,,,False
wn-0143:10:256,event,flyby: flybys,flyby,1,1,2004-12,wn-0143,False
wn-0144:2:10,event,discovery: observed,discovery,1,1,2006-09-19,wn-0144,False
GPE:United States,entity,U.S.A,GPE,3,4,,,False
wn-0144:5:97,event,discovery: observed,discovery,1,1,2006-09-19,wn-0144,False
wn-0144:6:117,event,discovery: observed,discovery,1,1,2006-09-19T02:45,wn-0144,False
wn-0144:8:161,event,landing: land,landing,1,1,2006-09-20,wn-0144,False
wn-0144:8:193,event,landing: landing,landing,1,1,2006-09-19T11:32,wn-0144,False
wn-0144:11:311,event,landing: landing,landing,1,1,,wn-0144,False
wn-0145:1:15,event,landing: land,landing,1,1,2006-09-14,wn-0145,False
wn-0145:2:36,event,discovery: spotted,discovery,1,1,2006-09-21,wn-0145,False
wn-0145:4:57,event,discovery: found,discovery,1,1,2006-09-21,wn-0145,False
wn-0145:6:151,event,discovery: found,discovery,1,1,2006-09-21,wn-0145,False
wn-0146:0:24,event,discovery: discovery,discovery,1,1,2006-10-03,wn-0146,False
wn-0146:9:211,event,discovery: discovery,discovery,1,1,1978,wn-0146,False
ORG:Arno Penzias,entity,Arno Penzias,ORG,1,1,,,False
ORG:Cosmic Microwave Background,entity,the Cosmic Microwave Background,ORG,1,1,,,False
wn-0147:2:74,event,discovery: discoveries,discovery,1,1,2006-10-04,wn-0147,False
wn-0147:5:169,event,discovery: identified,discovery,1,1,2006-10-04,wn-0147,False
wn-0147:9:224,event,discovery: discovery,discovery,1,1,2006-10-04,wn-0147,False
wn-0147:10:246,event,discovery: found,discovery,1,1,2006-10-04,wn-0147,False
wn-0147:11:283,event,discovery: find,discovery,1,1,2000,wn-0147,False
wn-0147:13:338,event,discovery: findings,discovery,1,1,2006-10-04,wn-0147,False
wn-0147:18:481,event,launch: launched,launch,1,1,2013,wn-0147,False
wn-0147:20:504,event,discovery: found,discovery,1,1,2006-10-04,wn-0147,False
wn-0147:21:520,event,discovery: finds,discovery,1,1,2006-09,wn-0147,False
wn-0148:0:5,event,discovery: found,discovery,1,1,2006-10-06,wn-0148,False
wn-0149:1:57,event,discovery: found,discovery,1,1,2006-10-11,wn-0149,False
wn-0149:2:75,event,discovery: finding,discovery,1,1,2006-10-11,wn-0149,False
wn-0149:4:125,event,discovery: detected,discovery,1,1,1970,wn-0149,False
wn-0149:5:145,event,discovery: detected,discovery,1,1,2006-10-11,wn-0149,True
wn-0149:7:199,event,discovery: observations,discovery,1,1,2006-10-11,wn-0149,False
wn-0149:11:307,event,discovery: found,discovery,1,1,2006-10-11,wn-0149,False
GPE:Kesden,entity,Kesden,GPE,1,1,,,False
wn-0150:3:101,event,discovery: observing,discovery,1,1,2006-10-19,wn-0150,False
wn-0150:3:103,event,failure: disasters,failure,1,1,2006-10-19,wn-0150,False
wn-0150:5:165,event,launch: launched,launch,1,1,2006-09,wn-0150,False
wn-0150:7:191,event,launch: launch,launch,1,1,2006-10-19,wn-0150,False
wn-0150:8:227,event,failure: failed,failure,1,1,2004-12,wn-0150,False
wn-0150:8:229,event,launch: take off,launch,1,1,2005-02,wn-0150,True
wn-0150:17:407,event,failure: fails,failure,1,1,2006-10-19,wn-0150,False
wn-0150:19:463,event,failure: destroying,failure,1,1,2006-10-18,wn-0150,False
wn-0152:0:21,event,discovery: detected,discovery,1,1,2006-11-07,wn-0152,False
wn-0152:1:34,event,discovery: discovered,discovery,1,1,2006-11-07,wn-0152,False
wn-0152:3:80,event,discovery: detected,discovery,1,1,2006-11-07,wn-0152,False
wn-0152:5:118,event,discovery: detected,discovery,1,1,2006-11-07,wn-0152,False
wn-0153:9:214,event,discovery: found,discovery,1,1,,wn-0153,False
PERSON:Cook,entity,Cook,PERSON,1,1,,,False
LOC:east coast,entity,east coast,LOC,1,1,,,False
wn-0153:13:319,event,discovery: detect,discovery,1,1,2006-11-08,wn-0153,False
wn-0154:2:33,event,discovery: observed,discovery,1,1,2006-11-11,wn-0154,True
wn-0154:4:74,event,discovery: find out,discovery,1,1,2006-11-11,wn-0154,False
wn-0154:7:177,event,discovery: found,discovery,1,1,2006-11-11,wn-0154,False
wn-0156:2:73,event,failure: disasters,failure,1,1,2006-12-02,wn-0156,False
wn-0158:3:84,event,discovery: observations,discovery,1,1,2006-12-07,wn-0158,False
wn-0158:8:318,event,discovery: discovery,discovery,1,1,2006-12-07,wn-0158,False
wn-0158:18:569,event,failure: lost,failure,1,1,2006-11,wn-0158,False
wn-0159:0:2,event,delay: scrubbed,delay,1,1,2006-12-08,wn-0159,False
wn-0159:0:4,event,launch: launch,launch,1,1,2006-12-08,wn-0159,True
wn-0159:0:33,event,launch: launch,launch,1,1,2006-12-08,wn-0159,False
wn-0159:1:52,event,launch: launch,launch,1,1,2006,wn-0159,False
wn-0159:1:62,event,launch: launch,launch,1,1,2006,wn-0159,False
GPE:Shuttle,entity,Shuttle,GPE,2,2,,,False
wn-0159:1:86,event,delay: rescheduled,delay,1,1,2006-12-08T02:35,wn-0159,False
wn-0159:2:91,event,launch: launch,launch,1,1,2006-12-09,wn-0159,False
wn-0159:3:104,event,delay: scrub,delay,1,1,PT5M,wn-0159,False
wn-0159:3:118,event,launch: launch,launch,1,1,PT5M,wn-0159,False
wn-0160:4:140,event,discovery: observe,discovery,1,1,2006-12-10,wn-0160,False
wn-0161:0:6,event,docking: docked,docking,1,1,2006-12-11,wn-0161,False
wn-0161:4:132,event,launch: liftoff,launch,1,1,2006-12-11,wn-0161,False
wn-0161:5:157,event,docking: docking,docking,1,1,2006-12-11,wn-0161,False
wn-0163:0:4,event,discovery: find,discovery,1,1,2006-12-27,wn-0163,False
wn-0163:0:14,event,launch: launched,launch,1,1,2006-12-27,wn-0163,False
wn-0163:3:95,event,discovery: find,discovery,1,1,P2Y,wn-0163,False
wn-0163:7:154,event,delay: puts off,delay,1,1,2006-12-27,wn-0163,False
wn-0163:8:184,event,discovery: find,discovery,1,1,2006-12-27,wn-0163,False
wn-0163:12:274,event,discovery: find,discovery,1,1,2006-12-27,wn-0163,False
wn-0163:13:316,event,discovery: detection,discovery,1,1,2006-12-27,wn-0163,False
wn-0163:14:325,event,discovery: find,discovery,1,1,2006-12-27,wn-0163,False
wn-0164:14:352,event,flyby: flybys,flyby,1,1,2007-01-04,wn-0164,False
wn-0164:15:358,event,flyby: flyby,flyby,1,1,2007-01,wn-0164,False
wn-0165:2:79,event,landing: landed,landing,1,1,2007-01-06,wn-0165,False
wn-0166:0:14,event,failure: crashed,failure,1,1,,wn-0166,False
wn-0167:4:119,event,failure: destroy,failure,1,1,2007-01-18,wn-0167,False
wn-0167:5:133,event,launch: launched,launch,1,1,1999,wn-0167,False
wn-0167:9:246,event,failure: lost,failure,1,1,2007-01-18,wn-0167,False
wn-0167:9:259,event,failure: loss,failure,1,1,2007-01-18,wn-0167,False
wn-0168:2:61,event,landing: landing,landing,1,1,2007-01-19,wn-0168,False
wn-0168:3:71,event,discovery: observe,discovery,1,1,2007-01-19,wn-0168,False
wn-0168:12:246,event,discovery: identified,discovery,1,1,1997,wn-0168,False
ORG:US Air Force,entity,the US Air Force,ORG,1,1,,,False
wn-0170:1:32,event,discovery: find,discovery,1,1,2007-01-24,wn-0170,False
wn-0170:8:216,event,discovery: find,discovery,1,1,2007-01-24,wn-0170,False
wn-0171:3:68,event,failure: crash,failure,1,1,2007-01-26,wn-0171,False
wn-0171:22:272,event,landing: descent,landing,1,1,2007-01-26,wn-0171,False
wn-0172:7:171,event,discovery: identifying,discovery,1,1,2007-01-30,wn-0172,False
wn-0172:9:237,event,failure: fails,failure,1,1,2007-01-30,wn-0172,False
wn-0173:3:95,event,failure: failure,failure,1,1,,wn-0173,False
wn-0173:5:158,event,failure: malfunction,failure,1,1,2006-06-30,wn-0173,False
wn-0173:7:182,event,discovery: findings,discovery,1,1,2007-03-02,wn-0173,False
wn-0173:9:227,event,discovery: detect,discovery,1,1,2007-01-30,wn-0173,False
wn-0173:14:329,event,failure: failure,failure,1,1,2007-01-30,wn-0173,False
ORG:ACS,entity,ACS,ORG,1,1,,,False
wn-0174:0:21,event,failure: exploded,failure,1,1,,wn-0174,False
wn-0174:0:26,event,launch: launch,launch,1,1,,wn-0174,False
wn-0174:0:36,event,launch: launch,launch,1,1,,wn-0174,False
wn-0174:2:79,event,failure: destroyed,failure,1,1,2007-01-30,wn-0174,False
wn-0174:3:86,event,launch: Launch,launch,1,1,2007-01-30,wn-0174,False
wn-0174:3:91,event,launch: launch,launch,1,1,2007-01-30,wn-0174,False
wn-0174:4:97,event,launch: launch,launch,1,1,2007-01-30,wn-0174,False
wn-0174:4:109,event,launch: Launch,launch,1,1,2007-01-30,wn-0174,False
wn-0174:6:137,event,launch: launch,launch,1,1,2007-01-30,wn-0174,False
wn-0174:6:138,event,failure: failure,failure,1,1,2007-01-30,wn-0174,False
wn-0175:0:11,event,discovery: spotted,discovery,1,1,2007-02-02T17:30,wn-0175,False
wn-0176:1:8,event,discovery: discovered,discovery,1,1,2007-02-08,wn-0176,False
wn-0176:2:25,event,discovery: discovery,discovery,1,1,2007-02-08,wn-0176,False
wn-0176:3:67,event,discovery: found,discovery,1,1,2007-02-08,wn-0176,False
wn-0176:6:196,event,discovery: found,discovery,1,1,2007-02-08,wn-0176,True
wn-0176:7:228,event,discovery: discovery,discovery,1,1,2007-02-08,wn-0176,False
wn-0176:8:257,event,discovery: found,discovery,1,1,2007-02-08,wn-0176,False
wn-0176:8:260,event,failure: accident,failure,1,1,2007-02-08,wn-0176,False
wn-0176:11:305,event,discovery: found,discovery,1,1,2007-02-08,wn-0176,False
wn-0176:22:592,event,discovery: findings,discovery,1,1,2007-02-08,wn-0176,False
wn-0177:0:4,event,launch: blasted off,launch,1,1,2007-02-17,wn-0177,False
wn-0177:0:11,event,launch: launch,launch,1,1,2007-02-17,wn-0177,False
wn-0177:1:33,event,launch: launch,launch,1,1,2007-02-17,wn-0177,True
wn-0177:1:37,event,delay: delayed,delay,1,1,2007-02-17,wn-0177,False
wn-0177:8:192,event,discovery: find out,discovery,1,1,2007-02-17,wn-0177,False
wn-0178:0:6,event,discovery: discovered,discovery,1,1,2007-02-17,wn-0178,False
wn-0178:2:93,event,discovery: observations,discovery,1,1,2007-02-17,wn-0178,False
wn-0178:2:95,event,discovery: identify,discovery,1,1,2007-02-17,wn-0178,False
wn-0178:3:133,event,discovery: find,discovery,1,1,2007-02-17,wn-0178,False
wn-0178:4:166,event,discovery: found,discovery,1,1,2007-02-17,wn-0178,False
wn-0178:19:531,event,discovery: observations,discovery,1,1,2007-02-17,wn-0178,False
wn-0179:0:28,event,discovery: detect,discovery,1,1,2007-02-23,wn-0179,False
wn-0179:1:49,event,discovery: observed,discovery,1,1,2007-02-23,wn-0179,False
wn-0179:3:146,event,discovery: found,discovery,1,1,2007-02-23,wn-0179,False
wn-0179:4:190,event,discovery: found,discovery,1,1,2007-02-23,wn-0179,False
PERSON:Mark Swain,entity,Mark Swain,PERSON,1,1,,,False
wn-0179:8:298,event,discovery: found,discovery,1,1,2007-02-23,wn-0179,False
wn-0179:8:305,event,discovery: found,discovery,1,1,2007-02-23,wn-0179,False
wn-0179:11:393,event,discovery: detected,discovery,1,1,2007-02-23,wn-0179,False
wn-0179:13:405,event,discovery: observations,discovery,1,1,2007-02-23,wn-0179,False
wn-0179:15:462,event,launch: launch,launch,1,1,2007-02-23,wn-0179,False
wn-0179:17:479,event,launch: launched,launch,1,1,2006-08,wn-0179,False
wn-0179:18:499,event,discovery: observations,discovery,1,1,P1D,wn-0179,False
wn-0179:18:513,event,discovery: find,discovery,1,1,P1D,wn-0179,False
wn-0180:1:38,event,launch: launched,launch,1,1,2007-02-25,wn-0180,False
wn-0180:4:89,event,launch: launch,launch,1,1,2007-02-25,wn-0180,False
wn-0180:14:319,event,launch: launched,launch,1,1,2005,wn-0180,False
wn-0180:16:342,event,launch: launch,launch,1,1,2005,wn-0180,False
wn-0182:3:67,event,launch: launch,launch,1,1,2007-03-09,wn-0182,False
wn-0182:6:114,event,discovery: observed,discovery,1,1,2007-03-09,wn-0182,False
wn-0182:12:223,event,discovery: found,discovery,1,1,2007-03-09,wn-0182,False
wn-0182:18:352,event,discovery: observed,discovery,1,1,2007-01,wn-0182,False
wn-0182:19:375,event,failure: explosion,failure,1,1,2007-03-09,wn-0182,False
wn-0182:26:479,event,discovery: found,discovery,1,1,2007-03-09,wn-0182,False
wn-0182:29:548,event,discovery: found,discovery,1,1,2007-03-09,wn-0182,False
wn-0182:33:653,event,discovery: identified,discovery,1,1,1980,wn-0182,False
wn-0182:41:838,event,discovery: discovery,discovery,1,1,2007-03-09,wn-0182,False
wn-0183:0:64,event,discovery: found,discovery,1,1,2005,wn-0183,True
wn-0183:3:142,event,discovery: found,discovery,1,1,2007-03-13,wn-0183,False
wn-0183:13:471,event,discovery: findings,discovery,1,1,2007-03-13,wn-0183,False
wn-0183:14:523,event,flyby: flyby,flyby,1,1,2008,wn-0183,False
wn-0184:0:9,event,discovery: discovered,discovery,1,1,2007-03-16,wn-0184,False
wn-0185:11:179,event,launch: launched,launch,1,1,1997,wn-0185,False
wn-0186:1:4,event,launch: launched,launch,1,1,2007-03-21,wn-0186,False
wn-0186:2:14,event,launch: Liftoff,launch,1,1,2007-03-21T18:00,wn-0186,False
wn-0186:2:24,event,launch: launch,launch,1,1,2007-03-21,wn-0186,False
wn-0186:2:25,event,failure: aborts,failure,1,1,2007-03-21,wn-0186,False
wn-0186:5:82,event,failure: lost,failure,1,1,2007-03-21,wn-0186,False
wn-0186:6:93,event,launch: launch,launch,1,1,2007-03-21,wn-0186,False
wn-0186:6:106,event,launch: launch,launch,1,1,2007-03-21,wn-0186,False
wn-0186:7:113,event,launch: launch,launch,1,1,PT35S,wn-0186,False
wn-0186:7:122,event,failure: failed,failure,1,1,PT35S,wn-0186,False
wn-0186:7:129,event,failure: crashed,failure,1,1,PT35S,wn-0186,False
wn-0186:7:133,event,launch: launch,launch,1,1,PT35S,wn-0186,False
wn-0187:0:6,event,failure: failed,failure,1,1,2007-03-21,wn-0187,False
wn-0187:1:25,event,launch: launched,launch,1,1,2007-03-21T01:10,wn-0187,False
wn-0187:1:47,event,failure: failed,failure,1,1,,wn-0187,False
wn-0187:1:51,event,launch: launch,launch,1,1,,wn-0187,False
wn-0187:2:67,event,launch: launch,launch,1,1,PT5M,wn-0187,False
wn-0187:2:90,event,failure: lost,failure,1,1,PT5M,wn-0187,False
wn-0187:4:125,event,discovery: observed,discovery,1,1,2007-03-21,wn-0187,False
wn-0187:6:158,event,failure: lost,failure,1,1,2007-03-21,wn-0187,False
wn-0188:0:8,event,discovery: discovered,discovery,1,1,2007-03-22,wn-0188,False
GPE:California,entity,California,GPE,1,1,,,False
wn-0188:4:160,event,failure: anomaly,failure,1,1,2007-03-22,wn-0188,False
wn-0188:5:173,event,failure: anomaly,failure,1,1,2007-03-22,wn-0188,False
wn-0188:6:243,event,discovery: found,discovery,1,1,2007-03-22,wn-0188,False
wn-0188:6:270,event,discovery: discovery,discovery,1,1,2007-03-22,wn-0188,False
wn-0188:8:303,event,discovery: find,discovery,1,1,2007-03-22,wn-0188,False
wn-0188:9:322,event,discovery: found,discovery,1,1,2007-03-22,wn-0188,False
wn-0188:10:336,event,discovery: found,discovery,1,1,2007-03-22,wn-0188,False
wn-0189:2:39,event,discovery: sightings,discovery,1,1,1954,wn-0189,False
wn-0189:3:71,event,discovery: identified,discovery,1,1,2007-03-23,wn-0189,False
wn-0189:11:226,event,failure: crashed,failure,1,1,PT3H,wn-0189,False
wn-0190:5:178,event,discovery: detected,discovery,1,1,2007-04-12,wn-0190,False
wn-0191:2:74,event,launch: launch,launch,1,1,2007-08,wn-0191,False
wn-0191:2:79,event,landing: touch down,landing,1,1,2008-05,wn-0191,False
wn-0192:0:20,event,failure: failure,failure,1,1,P5MO,wn-0192,False
wn-0192:0:25,event,failure: loss,failure,1,1,2006,wn-0192,False
wn-0192:1:41,event,discovery: Findings,discovery,1,1,2007-04-13,wn-0192,False
wn-0192:8:241,event,landing: landing,landing,1,1,P10Y,wn-0192,False
wn-0192:9:247,event,failure: loss,failure,1,1,P5MO,wn-0192,False
wn-0192:9:271,event,failure: failure,failure,1,1,P5MO,wn-0192,False
wn-0193:20:531,event,failure: lost,failure,1,1,2003,wn-0193,False
wn-0194:1:47,event,landing: landing,landing,1,1,P14D,wn-0194,False
wn-0194:2:76,event,landing: landing,landing,1,1,2007-04-14,wn-0194,False
wn-0194:4:132,event,landing: landing,landing,1,1,2007-04-21,wn-0194,False
wn-0194:5:144,event,landing: landing,landing,1,1,2007-04-21,wn-0194,False
wn-0194:5:164,event,landing: landed,landing,1,1,2007-04-21,wn-0194,False
wn-0194:9:239,event,discovery: find,discovery,1,1,2007-04-21,wn-0194,False
wn-0195:0:14,event,launch: launch,launch,1,1,2007-04-23,wn-0195,False
ORG:Polar Satellite Launch Vehicle,entity,the Polar Satellite Launch Vehicle,ORG,1,1,,,False
wn-0195:4:120,event,launch: launch,launch,1,1,2007-04-23,wn-0195,False
wn-0196:1:30,event,discovery: discovered,discovery,1,1,2007-04-24,wn-0196,False
NORP:Gliese,entity,Gliese,NORP,1,1,,,False
wn-0196:5:121,event,discovery: discovered,discovery,1,1,2007-04-24,wn-0196,False
wn-0196:6:140,event,discovery: discovered,discovery,1,1,2007-04-24,wn-0196,False
wn-0196:11:303,event,discovery: discovered,discovery,1,1,2007-04-24,wn-0196,False
wn-0198:0:9,event,discovery: discovered,discovery,1,1,2007-05-08,wn-0198,False
wn-0198:1:44,event,discovery: observed,discovery,1,1,,wn-0198,True
wn-0198:2:52,event,discovery: observations,discovery,1,1,2007-05-08,wn-0198,False
wn-0198:7:187,event,failure: exploded,failure,1,1,2007-05-08,wn-0198,False
ORG:Eta Carinae,entity,Eta Carinae,ORG,1,1,,,False
wn-0198:8:215,event,failure: exploding,failure,1,1,2007-05-08,wn-0198,False
wn-0198:8:227,event,failure: explode,failure,1,1,2007-05-08,wn-0198,False
wn-0199:0:18,event,discovery: found,discovery,1,1,,wn-0199,False
wn-0199:0:32,event,discovery: found,discovery,1,1,,wn-0199,False
wn-0200:3:81,event,discovery: find,discovery,1,1,2007-05-11,wn-0200,False
wn-0200:7:191,event,launch: launch,launch,1,1,2013,wn-0200,False
wn-0200:7:198,event,launch: launch,launch,1,1,2013,wn-0200,False
wn-0201:11:235,event,discovery: found,discovery,1,1,2007-05-12,wn-0201,False
wn-0203:0:11,event,discovery: discovered,discovery,1,1,2007-05-17,wn-0203,False
wn-0203:1:33,event,discovery: discovered,discovery,1,1,2007-05-17,wn-0203,False
wn-0203:4:122,event,discovery: discovered,discovery,1,1,2007-05-17,wn-0203,False
wn-0203:13:330,event,discovery: discovered,discovery,1,1,2004,wn-0203,False
PRODUCT:436b,entity,436b,PRODUCT,1,1,,,False
wn-0203:13:342,event,discovery: found,discovery,1,1,2004,wn-0203,False
wn-0203:14:363,event,discovery: discovered,discovery,1,1,2007-04,wn-0203,False
wn-0204:0:7,event,discovery: found,discovery,1,1,2007-05-22,wn-0204,False
