source,target,edge_type,label,doc_id,sent_id,confidence,weight
wn-0308:32:731,wn-0308:34:809,TEMPORAL,BEFORE,wn-0308,-1,0.3,1
wn-0308:33:760,wn-0308:34:776,TEMPORAL,BEFORE,wn-0308,-1,0.3,1
wn-0308:33:760,wn-0308:34:789,TEMPORAL,BEFORE,wn-0308,-1,0.3,1
wn-0308:33:760,wn-0308:34:809,TEMPORAL,BEFORE,wn-0308,-1,0.3,1
wn-0309:0:6,wn-0309:1:35,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:0:6,wn-0309:2:44,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:0:6,wn-0309:7:150,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:0:6,wn-0309:8:158,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:0:6,wn-0309:8:164,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:0:6,wn-0309:8:174,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:0:6,wn-0309:9:191,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:1:35,wn-0309:2:44,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:1:35,wn-0309:7:150,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:1:35,wn-0309:8:158,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:1:35,wn-0309:8:164,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:1:35,wn-0309:8:174,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:1:35,wn-0309:9:191,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:2:44,wn-0309:7:150,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:2:44,wn-0309:8:158,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:2:44,wn-0309:8:164,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:2:44,wn-0309:8:174,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:2:44,wn-0309:9:191,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:7:150,wn-0309:8:158,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:7:150,wn-0309:8:164,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:7:150,wn-0309:8:174,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:7:150,wn-0309:9:191,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:8:158,wn-0309:8:164,TEMPORAL,SIMULTANEOUS,wn-0309,-1,0.9,1
wn-0309:8:158,wn-0309:8:174,TEMPORAL,AFTER,wn-0309,-1,0.9,1
wn-0309:8:158,wn-0309:9:191,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:8:164,wn-0309:8:174,TEMPORAL,AFTER,wn-0309,-1,0.9,1
wn-0309:8:164,wn-0309:9:191,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0309:8:174,wn-0309:9:191,TEMPORAL,BEFORE,wn-0309,-1,0.3,1
wn-0311:0:5,wn-0311:6:142,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:7:160,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:12:262,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:12:270,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:14:300,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:15:312,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:17:355,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:19:394,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:23:462,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:24:470,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:25:485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:29:576,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:29:583,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:31:617,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:31:623,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:31:627,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:32:671,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:34:711,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:37:790,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:38:798,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:50:1028,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:50:1039,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:52:1065,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:52:1075,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:55:1155,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:56:1180,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:60:1271,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:61:1299,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:65:1379,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:66:1399,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:66:1404,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:68:1452,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:68:1473,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:68:1478,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:69:1485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:69:1503,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:72:1558,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:74:1597,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:0:5,wn-0311:74:1606,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:7:160,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:12:262,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:12:270,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:14:300,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:15:312,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:17:355,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:19:394,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:23:462,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:24:470,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:25:485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:29:576,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:29:583,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:31:617,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:31:623,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:31:627,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:32:671,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:34:711,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:37:790,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:38:798,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:50:1028,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:50:1039,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:52:1065,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:52:1075,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:55:1155,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:56:1180,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:60:1271,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:61:1299,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:65:1379,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:66:1399,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:66:1404,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:68:1452,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:68:1473,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:68:1478,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:69:1485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:69:1503,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:72:1558,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:74:1597,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:6:142,wn-0311:74:1606,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:12:262,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:12:270,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:14:300,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:15:312,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:17:355,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:19:394,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:23:462,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:24:470,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:25:485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:29:576,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:29:583,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:31:617,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:31:623,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:31:627,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:32:671,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:34:711,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:37:790,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:38:798,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:50:1028,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:50:1039,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:52:1065,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:52:1075,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:55:1155,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:56:1180,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:60:1271,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:61:1299,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:65:1379,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:66:1399,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:66:1404,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:68:1452,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:68:1473,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:68:1478,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:69:1485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:69:1503,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:72:1558,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:74:1597,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:7:160,wn-0311:74:1606,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:12:270,TEMPORAL,SIMULTANEOUS,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:14:300,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:15:312,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:17:355,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:19:394,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:23:462,TEMPORAL,AFTER,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:24:470,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:25:485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:29:576,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:29:583,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:31:617,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:31:623,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:31:627,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:32:671,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:34:711,TEMPORAL,AFTER,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:37:790,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:38:798,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:50:1028,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:50:1039,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:262,wn-0311:52:1065,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:52:1075,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:55:1155,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:56:1180,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:60:1271,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:61:1299,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:65:1379,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:66:1399,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:66:1404,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:68:1452,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:68:1473,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:68:1478,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:69:1485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:69:1503,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:72:1558,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:74:1597,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:262,wn-0311:74:1606,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:14:300,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:15:312,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:17:355,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:19:394,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:23:462,TEMPORAL,AFTER,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:24:470,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:25:485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:29:576,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:29:583,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:31:617,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:31:623,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:31:627,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:32:671,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:34:711,TEMPORAL,AFTER,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:37:790,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:38:798,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:50:1028,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:50:1039,TEMPORAL,BEFORE,wn-0311,-1,0.8,1
wn-0311:12:270,wn-0311:52:1065,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:52:1075,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:55:1155,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:56:1180,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:60:1271,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:61:1299,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:65:1379,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:66:1399,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:66:1404,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:68:1452,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:68:1473,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:68:1478,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:69:1485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:69:1503,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:72:1558,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:74:1597,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:12:270,wn-0311:74:1606,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:15:312,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:17:355,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:19:394,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:23:462,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:24:470,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:25:485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:29:576,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:29:583,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:31:617,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:31:623,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:31:627,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:32:671,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:34:711,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:37:790,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:38:798,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:50:1028,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:50:1039,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:52:1065,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:52:1075,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:55:1155,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:56:1180,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:60:1271,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:61:1299,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:65:1379,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:66:1399,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:66:1404,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:68:1452,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:68:1473,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:68:1478,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:69:1485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:69:1503,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:72:1558,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:74:1597,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:14:300,wn-0311:74:1606,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:17:355,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:19:394,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:23:462,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:24:470,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:25:485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:29:576,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:29:583,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:31:617,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:31:623,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:31:627,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:32:671,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:34:711,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:37:790,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:38:798,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:50:1028,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:50:1039,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:52:1065,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:52:1075,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:55:1155,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:56:1180,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:60:1271,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:61:1299,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:65:1379,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:66:1399,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:66:1404,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:68:1452,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:68:1473,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:68:1478,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:69:1485,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:69:1503,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
wn-0311:15:312,wn-0311:72:1558,TEMPORAL,BEFORE,wn-0311,-1,0.3,1
